Identifier 	HCC_06	NNL_05	NNL_02	NNL_03	NNL_01	NNL_04	HCC_10	HCC_14	SK_TC_1	SK_TC_2	SK_SC_1	SK_SC_2	HUH7_TC_1	HUH7_TC_2	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	H3B_TC_1	H3B_TC_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_Ortho_1	H3B_Ortho_2	
NM_001641	49.29	26.43	26.51	25.6	21.38	26.86	43.51	35.27	67.93	86.37	32.11	44.76	126.76	129.44	46.91	59.08	110.62	108.12	81.57	61.01	86.3	85.14	84.96	78.14	52.06	
NM_001905	22.57	20.8	29.27	7.73	23.68	10.56	24.48	28.78	49.07	51.87	51.83	75.32	80.42	69.99	11.4	19.75	39.05	27.38	65.6	96.85	90.12	85.54	89.69	78.25	64.16	
NM_000305	24.36	49.59	28.67	21.48	24.99	18.63	35.59	40.15	14.84	31.69	20.41	23.76	107.27	60.97	14.81	21.28	50.15	37.68	53.68	90.23	55.91	108.88	149.19	109.2	67.58	
NM_005662	30.39	28.9	22.74	22.89	19.7	24.05	27.71	29.22	31.68	40.32	28.48	29.71	133.82	106.23	22.45	33.49	56.63	53.63	62.46	56.87	119.83	101.02	125.62	108.86	98.05	
NM_003859	35.54	21.37	25.2	19.34	19.43	26.49	16.08	43.82	30.23	42.63	24.34	25.83	75.42	71.4	14.51	22.94	37.47	36.81	57.31	83.74	93.08	95.23	101.1	92.38	65.4	
NM_006452	47.71	18.33	31.64	15.76	16.4	21.61	28.8	19.38	48.98	52.37	21.54	25.03	178.96	149.08	30.52	39.3	69.2	71.15	126.29	104.94	48.66	59.73	57.25	66.68	40.58	
NM_002798	25.36	17.05	24.15	26.5	14.69	15.02	24.91	19.24	70.62	58.08	29.7	29.4	159.92	128.96	30.53	35.45	69.89	50.78	72.61	112.19	77.7	56.26	72.05	52.7	31.08	
NM_002812	34.87	17.69	31.91	18.34	10.15	18.42	23.76	46.35	72.29	56.67	24.33	16.6	139.05	134.47	28.82	39.78	71.93	65.93	55.46	80.37	55.11	54.65	62.71	53.15	45.61	
NM_018462	48.23	24.51	30.68	23.75	21.38	24.17	22.66	47.48	42.01	44.54	16.61	24.44	128.31	121.9	27.2	39.19	67.8	67.61	50.59	54.69	61.4	57.71	61.76	49.4	43.78	
NM_004175	47.31	24.08	31.77	26.15	18.51	21.92	31.63	34.25	48.54	52.3	21.45	23.33	157.0	139.91	39.65	37.43	81.34	60.14	77.93	67.05	49.81	45.1	47.24	39.4	25.43	
NM_003557	74.25	18.14	32.61	24.49	14.04	19.02	32.08	40.07	67.49	67.71	32.54	30.93	180.64	196.34	35.95	43.87	78.85	72.96	63.34	61.32	36.18	48.46	45.31	49.57	33.64	
NM_004068	31.97	28.17	42.28	11.26	19.09	31.91	22.66	60.2	104.51	104.4	36.68	29.87	100.55	142.41	25.5	42.37	77.36	56.25	81.79	82.78	56.87	33.9	55.22	90.85	55.48	
NM_001320	31.5	20.68	28.46	24.27	13.34	22.04	34.52	46.07	135.8	105.21	31.32	39.03	102.66	91.2	33.57	36.45	59.44	54.18	92.56	88.63	90.33	43.55	43.18	40.84	28.72	
NM_007278	57.29	29.76	50.44	31.51	26.5	35.91	22.01	28.28	100.54	97.61	31.89	33.91	94.88	107.35	28.81	40.86	78.61	61.48	56.61	66.97	82.26	53.02	56.87	46.19	38.04	
NM_016304	42.43	19.49	26.39	24.24	23.15	20.38	19.74	31.51	77.21	133.17	37.98	39.63	64.64	92.18	27.69	32.27	50.35	55.81	64.14	82.95	74.43	54.0	63.86	46.09	39.82	
NM_021129	80.86	39.29	27.18	18.2	23.4	19.94	46.4	11.64	75.93	88.51	31.38	34.14	100.17	81.19	33.3	32.26	64.31	65.84	38.91	68.96	84.03	51.72	70.2	77.1	51.73	
NM_005918	111.52	19.34	36.91	12.68	11.19	18.66	32.82	42.58	65.88	62.77	19.82	21.4	54.83	71.29	17.87	25.04	35.4	40.08	50.18	70.48	87.82	56.86	52.54	72.68	52.99	
NM_005607	91.83	23.75	21.66	23.2	16.84	18.51	62.45	28.81	48.3	39.47	23.04	30.37	52.61	71.38	25.55	22.77	42.91	41.66	50.62	80.73	90.98	69.71	69.7	56.36	41.02	
NM_006402	138.89	25.86	28.25	23.94	27.71	27.76	39.1	32.17	36.6	71.6	25.12	38.63	64.42	59.52	15.24	18.73	40.06	37.18	42.11	63.71	122.97	73.01	80.34	68.44	66.52	
NM_003531	27.16	20.33	25.48	12.73	14.93	15.98	46.73	19.69	34.23	33.76	40.03	38.31	130.42	68.28	38.7	43.47	54.11	67.57	39.85	40.66	34.87	36.69	42.72	31.96	21.0	
NM_002086	24.52	22.35	15.22	19.87	23.15	19.17	31.86	26.15	24.9	33.11	21.42	30.41	76.16	75.37	19.53	32.64	38.78	48.75	40.12	40.38	58.63	57.9	46.17	59.87	32.73	
NM_021018	26.56	9.72	18.73	17.18	13.58	16.45	31.4	20.25	23.64	29.85	21.91	26.54	94.47	55.39	18.96	33.07	33.58	38.26	47.87	34.92	34.9	32.85	31.27	36.54	20.04	
NM_003340	55.45	27.11	31.38	30.98	33.45	31.74	27.29	19.23	24.05	41.72	39.3	39.96	110.66	58.1	18.63	34.29	48.1	50.68	33.57	33.9	49.47	43.36	50.25	38.84	36.35	
NM_015646	36.94	22.62	25.32	24.5	28.85	20.6	19.49	20.52	46.7	69.45	56.97	66.23	86.52	74.34	18.74	30.65	50.71	43.3	28.4	29.69	46.41	39.67	40.9	27.27	21.72	
NM_001018	12.55	16.01	17.68	15.2	13.83	13.15	24.01	22.3	64.18	44.13	15.91	19.29	65.42	80.68	30.08	31.09	47.41	42.47	78.28	72.53	53.87	55.92	70.48	49.12	43.65	
NM_006826	14.92	13.1	20.55	17.44	9.04	11.8	16.66	13.6	74.8	79.27	24.79	28.08	87.73	69.5	19.69	24.63	46.63	53.55	68.46	69.29	68.4	62.56	53.21	41.84	36.18	
NM_002893	18.99	15.5	14.11	12.16	15.26	14.09	24.23	21.02	46.9	37.17	29.56	32.06	93.3	98.77	21.32	25.69	52.05	42.45	52.14	73.37	81.47	67.47	79.08	68.88	49.26	
NM_005662	18.11	15.66	17.99	15.54	14.42	14.21	15.22	23.96	30.74	31.33	19.54	22.88	113.07	78.76	20.06	21.14	37.78	34.83	47.29	56.65	70.96	69.24	71.78	87.86	60.97	
NM_000895	26.78	22.49	20.09	13.97	15.39	15.02	21.39	29.22	91.48	106.26	22.68	29.71	45.29	54.83	22.89	26.62	35.67	35.32	48.66	82.03	69.73	69.65	89.43	59.02	47.04	
NM_003404	28.96	23.9	19.06	9.72	12.84	14.19	19.46	43.28	64.91	53.9	25.03	34.04	99.84	68.92	14.69	18.26	32.61	27.03	59.86	80.8	36.68	64.74	64.32	64.4	39.18	
NM_003339	43.81	32.82	33.16	28.25	21.42	25.88	28.91	32.58	58.21	61.43	31.44	37.32	79.52	69.63	17.1	30.04	40.42	44.92	45.74	59.77	74.76	62.18	80.22	62.74	48.18	
NM_001658	74.83	23.66	23.15	25.16	17.41	24.18	32.46	38.86	68.15	52.53	25.31	26.67	78.07	75.28	22.6	27.92	47.44	40.46	43.14	74.37	51.56	67.6	69.48	58.06	46.66	
NM_014300	27.36	25.2	18.07	22.1	14.67	24.83	20.84	47.0	41.74	57.56	24.99	31.01	76.66	80.46	17.33	26.22	46.54	45.37	36.78	53.56	53.36	63.79	86.98	53.89	43.22	
NM_018834	34.58	24.72	26.62	29.49	23.51	25.35	32.17	38.94	31.23	56.14	28.94	35.46	80.04	70.51	18.3	31.3	48.74	49.7	56.53	47.08	62.8	51.25	56.25	41.15	33.37	
NM_006156	48.57	22.95	25.6	23.76	18.72	21.48	33.16	33.31	51.62	60.61	29.79	34.13	87.59	102.68	21.02	32.53	60.17	55.02	39.93	43.94	44.57	50.41	51.05	46.66	34.96	
NM_003405	40.83	39.69	17.52	13.9	18.56	15.33	32.23	20.28	45.84	40.91	46.01	56.39	104.03	72.81	17.87	36.34	52.45	45.37	68.98	66.6	71.49	87.51	97.82	63.81	62.84	
NM_003142	34.62	13.51	15.29	17.76	21.28	19.28	33.97	22.01	34.51	91.05	30.89	49.86	141.18	85.1	21.75	42.17	57.0	53.4	84.41	70.78	71.03	85.25	78.16	86.39	47.25	
NM_002629	36.97	23.48	22.42	19.65	20.7	20.7	22.14	18.32	60.17	69.72	41.1	64.84	130.83	99.7	30.85	34.31	49.88	58.18	49.82	71.38	96.21	55.56	71.56	53.43	40.13	
NM_002815	31.31	25.14	14.87	18.89	15.08	18.25	24.58	21.46	49.96	48.96	32.24	40.77	172.7	125.05	24.0	40.48	81.2	70.37	55.86	63.64	46.91	54.89	65.15	59.86	43.73	
NM_003347	37.95	19.1	20.66	16.49	14.44	20.25	19.71	21.01	49.35	57.56	33.26	30.88	122.84	85.71	23.0	37.66	62.85	54.81	56.24	56.83	65.1	66.4	61.62	63.7	40.78	
NM_005051	28.29	22.75	15.71	20.83	15.6	11.28	29.57	35.62	88.14	55.4	34.39	40.07	107.08	119.95	42.08	47.77	70.71	62.59	34.18	53.45	53.38	68.83	78.8	59.12	54.65	
NM_001833	28.67	26.93	17.68	20.33	16.87	14.78	21.07	22.98	42.88	43.9	20.45	33.8	103.6	88.49	29.5	36.15	49.36	47.52	72.17	81.8	75.85	70.09	78.73	69.25	49.66	
NM_004231	24.75	22.16	16.19	15.65	14.94	14.26	26.2	15.09	55.47	62.4	31.93	36.41	76.68	74.42	38.85	30.93	41.11	43.12	42.89	69.06	110.57	60.48	78.65	55.71	56.33	
NM_005063	47.66	14.44	9.87	16.7	3.19	27.85	81.76	28.69	83.16	83.82	11.38	16.81	91.66	145.96	24.78	29.26	48.2	47.5	69.25	130.63	139.93	62.42	111.85	58.93	54.14	
NM_017528	38.02	19.84	22.22	23.93	10.43	7.29	30.97	56.42	59.8	23.19	23.48	24.13	139.83	77.09	17.93	25.46	46.48	42.97	49.61	86.01	41.02	72.62	64.68	50.0	49.08	
NM_000308	36.36	33.06	23.99	20.18	10.42	11.72	26.03	66.0	52.11	42.87	15.6	16.9	68.32	52.37	8.87	24.47	40.05	24.57	60.58	69.09	54.38	52.07	60.19	35.1	39.6	
NM_001518	22.02	14.35	18.81	8.22	7.08	12.72	10.71	26.26	26.61	31.33	8.58	6.67	199.76	118.08	15.35	22.6	37.4	39.15	79.96	78.54	71.5	46.92	48.76	41.06	33.81	
NM_024051	19.68	21.83	12.33	11.99	13.79	12.62	17.05	27.34	24.24	25.27	17.04	19.67	102.51	112.9	22.38	28.49	55.86	48.53	57.39	58.6	32.87	41.19	47.96	40.16	36.55	
NM_003011	23.72	16.01	12.25	18.65	12.26	14.89	16.33	17.14	32.28	34.52	14.2	19.04	100.83	97.75	26.09	38.26	54.57	46.28	41.21	39.28	37.02	41.43	44.33	39.1	20.04	
NM_001681	37.53	13.32	12.24	12.65	5.7	12.2	16.46	16.52	43.12	32.87	16.07	15.17	105.35	95.36	20.19	23.98	54.67	47.28	37.58	67.39	36.98	46.25	55.33	46.68	30.28	
NM_004643	15.83	12.19	11.71	17.77	5.74	10.93	14.03	18.32	34.35	29.74	14.58	14.15	83.42	75.13	26.62	27.48	52.67	34.54	37.46	58.56	38.61	40.41	44.64	24.74	24.91	
NM_003127	13.43	15.72	13.63	11.02	7.02	9.24	14.86	27.98	37.84	38.09	14.7	13.89	109.58	82.14	30.08	34.83	60.68	64.29	51.63	56.24	31.92	40.19	39.85	50.5	47.28	
NM_002496	22.64	16.81	9.28	15.95	9.37	9.63	14.1	21.65	35.8	31.81	11.74	13.06	111.97	127.77	26.51	39.85	70.94	68.66	54.04	51.34	44.11	39.61	37.81	42.48	38.25	
NM_000310	7.16	13.04	9.26	5.3	11.26	11.78	11.92	24.03	33.4	50.44	14.21	16.86	36.81	58.59	12.59	15.86	26.22	26.67	72.03	141.82	87.82	88.67	101.69	72.3	54.82	
NM_003234	23.82	7.84	23.73	6.99	14.48	11.16	19.04	9.84	37.67	25.26	9.93	13.95	153.6	74.0	11.56	18.54	29.19	24.75	46.61	87.03	206.77	70.08	205.17	51.69	61.27	
NM_004508	39.98	13.02	21.31	45.27	18.81	31.37	67.74	15.81	38.95	48.32	19.4	19.6	54.06	75.38	10.59	14.28	25.94	19.28	55.54	70.67	100.96	89.63	107.8	80.17	91.72	
NM_014041	55.22	28.91	26.94	33.05	32.03	28.16	68.11	59.3	39.03	41.6	21.93	27.5	30.8	23.52	5.35	7.83	17.03	12.15	41.96	48.68	60.17	57.87	58.77	50.31	37.71	
NM_006330	36.48	25.08	34.11	30.28	36.17	35.35	107.02	52.11	40.88	47.45	24.17	29.59	33.74	29.15	6.01	9.75	15.73	16.48	67.46	51.0	66.14	39.04	55.59	60.44	40.82	
NM_001166	25.25	28.46	29.21	25.68	25.4	31.04	14.26	24.51	37.69	52.86	43.48	42.88	32.58	31.04	9.8	12.48	29.49	20.37	27.36	39.5	39.94	47.81	62.95	52.7	44.69	
NM_014608	27.25	33.91	23.84	26.84	22.33	22.4	28.61	36.39	69.17	85.19	38.83	53.41	77.06	43.4	9.72	15.2	24.29	26.73	51.76	59.75	42.58	41.49	35.63	44.11	39.08	
NM_003336	28.61	21.36	15.15	16.84	19.56	13.93	24.92	19.98	54.16	68.24	40.88	42.06	52.62	37.8	8.83	12.07	21.03	18.49	41.58	56.91	72.56	48.87	58.0	52.19	43.22	
NM_003903	25.35	22.22	17.1	24.98	25.35	17.66	25.07	26.36	54.05	62.97	32.99	46.31	34.58	24.51	10.51	12.45	18.64	16.29	41.93	50.56	63.76	42.06	57.77	48.16	45.11	
NM_004060	33.15	11.54	24.04	22.87	7.13	18.15	42.04	55.46	44.38	45.2	10.22	8.61	29.64	48.9	14.95	11.23	20.72	17.95	18.48	24.91	28.53	22.22	35.61	32.99	18.76	
NM_004553	31.56	13.85	27.03	18.51	13.61	15.18	29.17	57.14	26.47	25.1	10.12	8.98	33.24	35.18	8.91	11.28	18.96	18.03	45.53	43.08	24.79	30.67	35.03	31.83	24.39	
NM_004168	36.78	17.79	72.83	20.33	17.27	30.82	29.9	57.05	34.5	25.85	12.2	11.81	38.91	50.34	15.37	19.31	25.79	26.51	45.65	45.85	25.15	18.76	17.33	43.68	34.59	
NM_005984	35.35	25.15	29.43	23.38	13.12	25.11	29.37	34.18	44.15	40.98	9.45	9.69	108.22	67.65	10.46	17.05	42.17	32.39	46.28	35.52	37.76	24.67	24.73	43.38	37.88	
NM_000374	17.03	27.56	32.43	42.45	23.02	24.11	33.03	30.24	26.78	30.32	11.53	15.99	65.94	55.75	14.14	23.41	35.64	36.98	26.9	31.69	32.68	23.89	19.79	18.22	17.71	
NM_003365	54.92	24.3	29.85	35.12	16.9	20.19	28.48	27.49	36.13	25.09	13.12	17.86	63.5	64.95	20.7	23.68	41.75	40.9	22.92	30.45	29.46	33.09	38.47	32.88	30.11	
NM_021974	39.15	28.83	25.75	22.96	19.0	19.37	24.95	39.75	24.04	26.38	13.78	12.33	54.64	57.47	16.46	21.24	33.74	30.4	25.37	30.15	28.63	26.88	37.59	28.59	17.37	
NM_004551	39.49	29.05	29.39	23.94	22.07	22.52	24.84	43.41	35.24	32.61	21.46	24.17	59.2	47.42	15.9	23.08	46.57	37.28	30.21	36.45	37.67	29.45	38.16	33.41	24.34	
NM_004846	35.25	24.89	25.05	24.57	23.99	21.39	41.51	27.95	42.75	39.08	20.38	24.54	77.43	63.14	15.33	20.09	33.87	31.25	55.9	46.33	30.22	27.96	27.88	24.07	23.52	
NM_006837	49.66	24.16	19.87	18.37	16.01	23.03	45.45	23.27	23.04	39.17	18.31	20.4	43.21	43.61	10.88	17.01	33.18	29.98	32.43	37.66	49.34	32.47	35.11	29.99	23.15	
NM_006003	38.82	18.45	21.12	28.16	31.23	23.99	19.24	32.19	26.12	36.71	14.6	18.82	58.75	47.75	11.44	17.79	26.62	24.13	31.14	37.56	45.46	35.63	31.11	37.13	27.66	
NM_007285	48.83	22.64	24.22	24.94	21.72	19.93	19.46	36.03	39.77	37.75	18.75	19.43	52.49	54.2	13.68	15.31	25.12	25.0	25.46	35.37	43.22	28.5	32.17	26.85	21.29	
NM_016100	70.63	24.08	23.06	19.69	14.99	19.61	41.34	72.74	40.4	51.36	25.78	27.56	67.68	61.02	16.88	23.06	46.63	39.8	29.15	34.85	41.44	27.41	26.3	23.94	22.73	
NM_002488	57.58	32.11	34.03	35.75	33.09	28.54	59.68	87.0	26.91	34.89	17.67	19.19	51.37	72.49	19.31	20.47	34.07	26.97	29.81	29.48	35.11	27.91	34.84	42.54	23.82	
NM_002495	45.77	15.12	32.35	34.84	27.45	26.16	38.65	61.21	35.28	47.23	16.29	17.97	33.28	37.72	15.76	16.41	29.8	25.68	26.29	33.94	34.42	36.08	47.33	39.29	26.29	
NM_002734	63.0	15.58	27.0	14.69	13.69	18.71	21.6	19.35	39.61	40.22	15.81	18.86	38.68	42.06	12.42	11.8	22.66	21.69	27.28	40.44	33.92	64.13	82.59	30.61	23.71	
NM_003374	27.84	17.39	22.7	12.88	12.67	12.58	42.63	22.99	50.29	50.87	18.55	19.8	68.21	59.64	13.18	14.93	28.95	25.39	29.82	44.86	42.12	46.88	56.39	53.24	38.97	
NM_018060	54.9	19.46	22.35	23.49	17.52	22.54	29.23	23.59	33.43	35.15	17.79	21.08	46.42	53.39	18.36	20.66	32.78	25.43	39.84	62.2	76.06	76.92	78.65	61.98	45.51	
NM_014222	48.97	18.25	21.89	19.47	19.87	15.82	21.88	39.18	39.3	34.75	12.62	10.95	73.72	60.97	16.88	18.04	34.8	29.04	36.34	52.4	62.55	46.87	55.06	56.08	48.03	
NM_004718	17.05	10.33	17.0	19.94	11.47	12.77	17.53	26.83	66.96	60.99	18.92	27.31	33.56	43.75	14.39	13.6	28.96	23.19	31.84	56.4	53.84	35.87	58.2	36.47	27.6	
NM_004082	15.88	18.74	12.46	13.87	11.54	12.63	20.59	30.64	45.44	67.57	30.13	39.83	38.56	37.47	13.29	21.73	34.63	31.1	48.28	35.52	31.58	33.12	31.24	40.18	38.57	
NM_019082	25.98	10.96	16.25	14.88	10.05	13.87	15.29	25.07	45.84	35.6	19.32	24.12	88.14	57.57	17.14	26.06	42.19	38.97	53.8	56.28	39.46	45.43	40.96	45.56	32.78	
NM_014413	24.41	23.22	21.99	21.78	11.83	19.24	17.8	37.7	40.12	33.18	11.92	19.66	64.52	72.97	19.99	23.02	39.43	36.24	52.27	52.76	39.87	37.35	37.69	38.02	34.12	
NM_007273	30.37	17.45	24.68	25.8	13.8	15.43	13.62	29.57	67.24	45.24	17.29	18.88	56.57	61.52	19.25	20.24	37.74	31.08	43.95	56.44	36.03	38.79	38.26	32.16	26.15	
NM_012245	40.93	20.76	25.31	23.94	16.2	21.71	14.01	26.45	44.25	58.61	35.28	37.8	55.35	46.89	14.12	17.96	31.59	32.58	42.43	44.89	51.56	39.79	44.65	30.58	29.05	
NM_001892	31.29	17.73	20.85	12.48	12.4	15.92	21.26	30.77	37.2	45.33	27.32	31.74	50.94	54.23	14.96	19.83	30.0	33.81	31.98	44.12	44.57	36.7	56.6	42.05	27.81	
NM_000786	12.47	10.73	33.31	33.49	15.15	9.99	59.04	21.51	61.7	4.27	24.31	27.68	74.75	74.2	19.84	19.91	41.9	30.49	44.79	95.26	21.17	58.4	66.08	62.85	37.07	
NM_015884	34.44	14.34	33.06	37.87	27.7	16.73	22.25	34.76	47.58	43.32	14.22	11.59	8.77	76.97	23.18	36.53	61.61	39.62	39.01	113.63	54.5	204.73	96.5	98.9	45.53	
NM_003254	25.7	187.5	38.16	18.99	26.9	24.21	26.45	20.61	321.75	217.81	93.91	95.3	7.72	5.71	16.26	13.41	12.86	11.32	14.01	63.67	11.29	82.27	81.18	74.56	40.93	
NM_001150	3.51	40.6	63.23	14.71	15.64	44.24	21.72	46.46	173.4	156.89	31.44	32.92	2.26	10.3	5.38	12.4	17.55	24.63	19.47	12.69	31.26	35.73	43.83	180.62	141.06	
NM_000754	18.97	51.35	26.5	51.52	16.34	16.42	18.94	89.9	28.98	32.86	14.13	11.94	22.46	15.26	4.42	5.67	9.85	14.2	29.89	10.67	22.66	40.2	32.45	22.81	17.39	
NM_000317	42.02	32.66	42.55	23.04	45.48	36.19	11.68	31.47	13.34	21.83	14.94	17.57	41.67	26.07	4.35	6.67	12.3	10.12	25.81	41.34	38.62	45.87	52.63	42.62	35.16	
NM_002292	31.09	36.83	20.24	26.46	15.92	13.93	24.31	45.89	35.69	33.44	22.13	37.92	16.9	20.8	3.05	6.38	7.3	7.84	26.0	28.62	52.3	90.62	59.33	51.79	63.21	
NM_016281	24.55	26.46	16.31	21.62	24.46	18.4	28.4	28.06	43.56	51.24	26.8	30.01	23.16	21.6	5.5	11.75	16.19	13.53	18.83	20.48	39.68	31.86	33.88	26.91	27.58	
NM_006330	26.33	17.03	23.33	25.87	19.25	22.72	54.06	25.48	30.34	31.44	15.16	15.99	19.55	19.33	5.35	5.76	12.68	10.05	36.7	35.07	55.85	35.82	41.51	29.82	36.53	
NM_006117	78.84	38.1	67.82	69.58	49.45	43.89	39.97	68.3	79.7	58.79	11.65	13.36	24.99	21.19	5.93	6.2	11.28	9.73	24.53	35.39	36.49	16.52	22.93	22.73	14.69	
NM_002197	77.57	36.62	55.21	40.03	35.9	52.82	22.0	28.2	62.61	58.52	6.26	11.78	21.42	12.21	4.92	4.39	8.53	7.36	10.19	16.73	12.85	27.62	32.49	28.12	28.73	
NM_002035	60.23	38.31	60.64	40.42	38.01	39.46	27.94	41.29	17.88	21.39	10.63	17.15	14.34	14.94	5.17	4.83	7.58	8.16	16.41	27.88	23.91	23.48	24.79	23.68	17.3	
NM_001912	38.62	44.3	45.79	53.21	44.03	42.97	16.97	68.04	20.78	19.08	8.56	11.63	17.33	16.43	4.29	4.61	7.06	5.52	13.98	19.72	25.45	31.94	42.69	34.27	34.67	
NM_000636	74.62	33.33	56.59	15.57	60.59	20.86	50.17	17.57	130.34	96.94	15.37	33.0	50.94	43.46	4.14	5.35	7.6	8.27	40.24	51.9	16.53	33.51	55.52	40.75	28.45	
NM_000194	26.59	6.86	28.42	24.0	22.87	23.84	20.62	8.09	37.94	61.03	30.9	42.58	21.56	23.55	5.63	6.1	10.36	12.47	26.08	35.24	43.81	44.59	46.77	59.14	34.05	
NM_000235	55.8	82.1	77.99	109.58	103.03	92.6	91.91	70.16	61.32	83.8	30.24	38.6	27.75	32.11	4.46	6.42	13.28	11.38	22.2	41.12	42.3	34.65	40.56	39.63	33.9	
NM_020529	45.33	76.12	77.88	51.37	42.43	95.9	36.95	81.69	68.2	137.19	29.03	35.07	69.44	50.68	6.81	9.07	10.94	3.45	33.71	29.2	56.44	44.98	36.29	37.08	38.25	
NM_000611	60.05	85.35	74.28	39.62	45.68	46.69	65.5	56.32	294.68	233.98	127.07	107.41	61.97	44.58	7.83	7.38	15.33	13.87	45.04	34.59	33.49	33.25	35.13	31.46	25.45	
NM_002070	40.75	52.27	50.74	34.96	28.19	41.91	33.39	49.68	121.03	131.13	52.07	67.33	29.18	45.13	7.51	12.48	20.0	22.73	19.76	15.21	15.08	12.38	15.93	17.05	19.79	
NM_006287	24.01	25.62	47.42	34.18	27.0	24.64	98.36	33.49	105.89	134.9	12.36	15.17	12.87	22.77	17.54	21.27	27.91	35.71	13.71	60.37	15.49	52.57	67.89	26.32	23.66	
NM_002372	38.84	32.39	36.2	39.47	31.41	28.94	48.26	69.47	93.46	72.62	20.26	27.16	56.51	61.56	23.0	24.56	44.57	39.13	13.68	24.61	10.48	12.95	23.42	18.89	13.33	
NM_003000	62.71	34.54	40.48	28.37	20.21	28.83	13.85	63.17	64.96	60.36	25.51	25.09	47.45	68.99	12.39	17.23	36.04	31.48	15.41	67.15	24.53	17.22	19.61	38.6	15.14	
NM_021914	29.57	32.4	58.73	29.1	21.7	25.3	23.73	56.05	96.04	121.39	31.34	35.7	37.77	33.28	11.43	14.88	27.29	25.74	30.75	50.24	47.0	33.06	37.36	37.82	22.57	
NM_006370	44.05	36.93	48.75	44.38	42.51	36.17	21.03	58.0	57.33	60.55	35.11	47.36	63.69	52.45	19.81	29.52	38.7	31.47	39.01	46.06	49.34	39.08	41.65	27.24	26.98	
NM_006263	57.16	51.4	57.33	51.54	37.53	46.62	102.94	85.01	75.84	88.6	44.8	49.97	33.47	43.7	10.95	16.99	27.07	29.18	21.67	27.65	41.04	33.69	37.19	39.05	35.61	
NM_000858	72.69	37.13	49.88	28.94	28.45	34.6	65.62	58.52	71.11	59.14	41.46	32.62	41.07	53.58	9.91	17.1	28.61	29.55	42.91	51.68	44.17	37.88	50.21	79.15	70.13	
NM_000295	8913.06	5562.21	7755.45	5343.77	4541.5	5288.82	2460.1	1796.73	40.04	45.6	35.22	23.23	1234.07	583.36	628.28	674.38	1329.88	1371.03	1365.18	3285.96	4379.12	6669.41	6345.89	5354.98	5917.83	
NM_001643	6479.59	1727.61	2750.16	2899.76	1628.41	2011.64	3564.03	3407.52	1.35	0.94	3.64	0.57	1586.62	1528.55	933.87	816.24	1692.47	1519.18	1679.35	1438.35	36.06	46.52	76.07	160.14	141.85	
NM_005141	10672.79	8569.3	8341.93	7700.0	10387.63	7014.59	4503.79	1704.93	2.29	2.09	26.98	0.73	1167.16	683.3	408.09	628.97	1322.07	1283.99	96.82	255.47	320.52	2222.09	1684.54	2867.05	1444.22	
NM_001063	684.85	3023.62	3876.63	4246.63	3022.59	3156.52	1369.81	4644.14	0.83	0.4	2.93	0.75	1132.63	1186.09	839.62	1427.94	1516.46	1874.42	747.42	1149.12	1749.13	901.04	1303.15	968.91	2096.26	
NM_000039	436.01	2764.47	4968.61	3593.28	1781.01	3859.36	1884.48	4982.73	1.21	0.27	2.83	1.47	485.13	222.49	456.45	404.95	801.02	881.82	328.36	269.07	502.42	557.23	781.72	1654.42	1503.04	
NM_032607	485.21	538.88	541.84	257.11	869.1	219.17	378.78	466.15	4.45	9.85	488.25	1051.67	277.85	150.67	533.84	792.18	459.93	817.28	85.57	154.52	285.11	992.42	893.69	588.83	996.36	
NM_006082	91.13	140.0	71.72	94.92	85.37	65.35	230.0	95.68	601.98	415.36	584.66	619.27	2370.92	2388.29	532.19	533.55	1166.02	1017.91	979.47	1088.63	513.69	647.47	559.59	690.99	366.67	
NM_003542	51.96	131.39	64.35	57.96	94.34	90.98	196.75	143.57	407.5	334.2	435.42	292.95	1301.73	1766.01	330.84	484.58	899.58	917.0	880.22	1009.97	402.27	385.25	516.07	357.41	182.22	
NM_002032	365.55	171.72	349.25	314.22	171.34	130.17	200.86	171.82	1066.82	1183.27	195.7	245.33	1774.55	1028.18	947.14	726.31	880.98	925.61	218.47	215.9	273.14	232.82	283.25	219.8	339.24	
NM_002295	192.45	136.11	142.17	118.58	101.08	84.15	237.34	194.27	1422.73	1383.41	426.4	337.95	1195.68	1432.98	474.21	500.89	881.65	945.32	785.28	738.48	852.43	756.0	763.12	648.46	631.66	
NM_002295	176.89	173.59	100.33	163.44	115.21	85.45	233.69	197.23	1189.37	1032.18	436.82	454.43	845.37	1096.13	438.02	431.89	739.98	638.92	411.19	605.87	555.49	491.98	644.3	462.63	453.26	
NM_002295	177.41	132.1	100.84	105.87	92.7	75.88	224.67	157.96	1082.89	865.92	356.69	415.99	889.5	997.28	394.91	429.82	602.34	631.3	393.79	564.56	503.97	514.42	574.96	413.68	389.98	
NM_001006	336.37	25.65	260.53	262.56	204.52	264.53	234.45	173.41	747.61	1069.31	271.75	368.41	598.08	920.5	378.61	395.68	660.38	659.14	421.43	541.15	685.01	495.24	580.18	520.08	383.19	
