Identifier 	HCC_06	NNL_05	NNL_02	NNL_03	NNL_01	NNL_04	HCC_10	HCC_14	SK_TC_1	SK_TC_2	SK_SC_1	SK_SC_2	HUH7_TC_1	HUH7_TC_2	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	H3B_TC_1	H3B_TC_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_Ortho_1	H3B_Ortho_2	
NM_002948	288.47	184.51	232.28	199.45	136.07	186.54	175.31	258.37	580.95	583.87	188.96	220.68	1436.65	1454.52	522.7	538.03	916.39	954.08	481.83	638.26	530.74	486.58	499.87	431.99	404.05	
NM_000984	277.28	201.98	225.11	229.74	165.82	212.0	230.42	237.89	1008.17	1083.82	352.5	415.33	968.8	1065.08	392.15	429.31	747.1	778.71	408.04	489.94	438.66	489.3	561.71	435.41	372.07	
NM_001006	276.57	156.27	232.63	211.86	172.31	218.88	150.26	179.31	889.08	1064.99	264.75	266.69	614.69	1023.19	413.69	368.98	624.98	529.27	488.03	644.0	597.5	458.04	484.84	515.03	314.11	
NM_001015	231.58	201.29	242.81	196.02	181.86	186.55	285.91	475.84	938.67	766.55	224.77	282.43	719.4	996.87	419.83	365.73	612.28	593.27	383.32	461.61	427.26	387.76	503.75	335.65	268.68	
NM_000979	264.79	174.0	251.38	194.11	125.95	173.63	295.04	331.73	964.24	882.2	296.11	286.32	737.02	1024.05	371.26	407.01	688.24	682.01	413.03	471.19	424.21	433.22	428.36	431.11	342.75	
NM_006597	187.61	90.05	83.92	86.71	134.95	95.06	96.96	127.61	548.46	313.11	187.42	213.21	694.97	405.27	106.53	164.42	314.96	198.14	245.95	367.39	262.65	287.27	376.63	311.39	231.33	
NM_003096	171.69	71.01	79.61	94.82	92.21	110.3	84.99	124.53	267.94	395.28	214.86	164.19	751.11	694.56	153.0	213.86	309.69	277.49	462.55	552.06	264.23	333.1	318.47	456.37	198.24	
NM_021130	246.99	117.76	117.54	84.42	72.06	80.35	169.01	154.46	437.25	567.36	222.55	191.72	621.58	716.86	136.03	199.27	370.83	338.45	594.75	625.36	542.32	507.27	590.25	506.59	311.03	
NM_003404	190.48	174.18	140.22	103.4	108.63	123.41	171.29	215.32	383.59	446.32	267.59	330.91	779.91	493.45	99.8	156.46	287.23	261.98	414.14	548.06	395.9	618.72	639.68	503.85	412.01	
NM_001416	229.82	95.92	90.07	68.74	93.43	76.38	98.21	73.04	1080.88	819.57	328.91	273.93	885.08	839.56	236.52	330.13	515.6	406.23	532.96	803.63	408.13	373.65	476.05	352.04	212.59	
NM_002046	237.15	132.74	91.25	72.89	81.55	65.8	114.1	120.01	690.38	559.12	367.7	346.36	753.84	425.3	210.32	245.55	417.07	397.28	464.87	518.82	674.36	482.74	761.64	531.11	425.17	
NM_000964	189.62	65.39	76.9	63.73	47.35	54.64	149.64	116.73	656.08	749.36	210.48	219.2	920.61	887.45	425.61	338.43	700.34	598.65	443.86	515.35	408.87	476.07	534.81	619.27	279.07	
NM_002952	101.66	71.6	91.94	65.54	47.5	58.37	155.97	103.06	637.46	605.9	127.23	141.39	806.39	835.24	213.28	260.28	410.29	432.07	412.56	465.3	382.26	406.3	426.74	458.05	323.97	
NM_001428	101.77	159.59	74.23	89.07	84.17	66.52	126.0	119.6	447.24	321.29	290.6	389.89	645.37	479.45	404.55	330.39	504.73	463.21	227.93	426.51	374.47	297.9	385.07	227.32	213.47	
NM_002295	110.8	99.75	68.23	76.4	61.17	55.52	151.35	113.21	789.91	557.5	268.73	309.46	684.61	720.22	279.49	270.33	490.91	403.37	247.76	398.31	344.88	336.27	452.19	283.21	228.06	
NM_001022	127.86	118.66	88.13	122.05	80.39	68.89	128.13	153.5	631.08	597.66	245.64	284.8	360.98	606.34	222.14	236.09	385.36	361.03	316.64	404.29	406.62	409.59	436.22	377.16	313.73	
NM_005022	274.19	190.37	167.01	151.24	101.96	129.46	160.19	130.38	1207.7	1075.04	539.88	526.75	1053.4	908.02	170.26	237.86	402.4	359.22	724.62	1047.78	561.52	516.74	560.39	527.65	239.95	
NM_007355	421.11	168.72	83.1	104.56	77.67	117.09	464.03	173.21	857.09	804.29	299.65	473.48	613.92	701.98	240.6	242.69	474.27	406.11	540.22	597.49	578.42	320.66	372.37	256.34	229.41	
NM_000984	168.41	161.35	147.41	129.81	110.91	107.47	107.52	182.05	896.47	754.19	353.95	296.73	777.15	852.51	406.22	446.1	571.51	483.4	356.58	481.44	263.71	362.78	460.34	307.62	250.3	
NM_007104	322.76	170.33	141.86	127.65	90.74	122.84	173.16	214.94	873.34	935.84	294.04	385.73	527.32	638.19	292.92	277.83	494.72	485.95	282.35	495.7	394.23	282.17	275.1	361.86	206.61	
NM_000981	257.41	130.16	194.11	158.05	108.89	131.83	161.48	200.97	735.93	731.19	256.62	255.84	487.09	452.02	161.21	169.99	267.6	257.83	409.04	511.95	374.42	454.77	498.33	323.7	297.82	
NM_000992	248.98	182.5	198.09	180.69	122.5	162.62	224.91	209.76	661.08	533.55	204.52	204.93	809.29	414.27	195.43	171.15	335.72	306.06	283.02	393.96	476.77	417.19	467.62	370.71	369.53	
NM_000967	223.91	212.7	218.87	264.86	137.16	156.78	226.66	276.04	891.72	591.39	214.95	248.7	355.54	435.23	325.16	263.85	374.74	348.97	271.35	446.66	384.09	354.23	393.57	294.34	286.08	
NM_007104	260.07	136.78	192.3	153.27	94.66	130.83	159.94	138.94	759.98	768.23	257.28	230.94	360.45	507.88	223.55	224.33	353.98	363.7	309.8	436.06	506.66	335.64	371.87	262.64	259.65	
NM_000990	150.66	135.21	152.71	178.08	125.24	136.52	147.76	216.63	655.73	673.13	245.67	313.68	364.39	529.11	240.14	246.92	367.8	357.34	336.29	385.82	388.96	332.82	384.76	363.74	223.43	
NM_001012	113.76	150.18	151.02	155.7	116.75	169.61	266.18	173.24	619.71	732.17	256.89	295.42	508.37	527.74	260.59	319.81	443.91	500.41	308.45	399.17	550.45	368.18	381.5	356.77	309.47	
NM_001007	141.34	110.37	164.45	133.02	87.05	158.48	156.43	127.72	532.09	517.37	219.22	291.38	398.96	455.15	204.67	258.21	388.6	419.57	211.06	313.11	543.12	490.77	532.63	420.04	395.68	
NM_002952	164.43	170.76	93.34	117.45	85.39	92.54	285.97	123.57	593.06	577.31	179.55	258.89	583.33	753.08	277.4	308.54	450.35	550.69	293.02	453.45	415.12	414.96	459.94	420.11	330.32	
NM_000972	145.36	112.04	128.8	134.71	81.21	103.7	139.94	156.78	689.55	499.32	135.57	158.29	545.7	620.57	285.7	251.72	420.08	377.55	296.74	416.87	480.73	535.33	622.52	454.92	371.24	
NM_021029	214.74	143.9	117.8	148.44	132.18	130.68	181.14	169.45	757.28	819.13	299.64	372.01	365.3	402.28	220.72	220.46	329.46	323.38	295.8	389.09	479.84	446.76	518.35	507.81	364.15	
NM_021029	244.36	167.97	115.24	111.03	82.71	102.77	169.6	141.89	664.01	817.2	316.15	294.55	477.59	432.52	222.74	198.92	345.52	350.98	254.26	428.93	623.66	499.33	647.94	553.89	399.74	
NM_001743	134.86	155.96	154.18	136.24	133.93	120.97	116.11	175.45	1176.53	1194.4	841.12	602.72	498.68	363.81	83.72	96.66	165.77	157.39	391.38	476.47	505.1	569.54	658.01	463.72	261.46	
NM_000224	93.62	255.82	130.68	134.32	103.05	152.12	198.34	78.77	311.11	455.18	402.17	414.47	805.54	306.49	146.06	181.87	354.22	316.47	229.72	380.17	157.98	256.5	334.48	218.17	148.86	
NM_001009	179.94	101.02	118.87	111.64	84.65	86.34	194.29	238.35	539.81	473.59	265.82	262.4	869.51	507.22	225.68	281.81	413.38	461.62	267.48	284.03	290.59	263.73	300.66	224.42	230.96	
NM_005176	227.14	158.73	151.75	145.73	127.26	105.19	199.59	228.33	657.84	602.5	213.87	218.22	418.42	409.24	175.75	163.6	300.99	300.53	246.26	329.67	349.55	223.95	232.01	239.58	172.9	
NM_000979	176.43	143.58	125.12	174.25	120.62	143.05	235.6	232.86	492.36	639.97	237.62	303.12	489.76	557.42	275.0	277.63	412.46	412.73	256.59	262.01	246.92	266.32	265.06	259.79	199.18	
NM_000991	142.67	185.28	129.12	163.11	87.69	113.93	236.97	243.35	658.04	530.01	242.66	295.14	380.44	453.35	223.24	312.08	365.66	463.54	200.24	272.24	281.01	272.26	263.75	208.43	229.69	
NM_001675	255.55	123.42	118.38	159.81	159.13	187.24	212.11	66.99	157.29	296.59	155.24	261.62	382.27	332.21	110.85	132.59	222.19	232.84	268.8	390.98	303.12	317.44	328.04	232.65	260.43	
NM_001686	337.09	182.59	179.09	145.11	119.76	141.92	173.55	196.49	264.03	250.24	131.13	118.49	550.81	478.38	156.39	196.57	323.3	311.96	236.11	268.22	393.18	295.47	305.72	237.27	261.05	
NM_001152	170.81	134.31	135.65	152.72	133.25	111.73	214.7	153.88	196.28	261.51	113.69	141.85	448.81	423.69	113.51	164.16	284.73	293.24	267.36	289.83	305.33	341.19	374.26	391.13	296.5	
NM_006761	226.15	161.56	173.85	160.7	115.19	137.97	137.39	138.09	430.5	471.34	265.68	276.25	524.83	393.26	116.1	172.78	288.2	235.59	486.97	525.22	600.67	324.76	378.13	311.98	207.25	
NM_000516	264.13	196.41	171.35	222.62	157.43	160.42	122.18	53.65	287.66	370.44	206.61	219.15	527.56	600.63	145.75	224.89	360.56	355.45	395.18	395.71	581.75	336.35	334.25	366.07	297.85	
NM_000982	173.26	216.59	138.73	240.92	200.87	212.53	237.67	250.97	331.48	346.8	196.98	188.69	318.63	304.36	137.36	155.34	247.12	228.14	232.7	355.44	399.97	181.12	256.08	213.29	167.78	
NM_001997	239.92	153.04	176.93	203.77	145.63	177.54	216.06	243.87	339.95	346.86	165.85	187.22	217.49	241.84	87.67	128.86	187.19	178.62	219.55	275.22	304.11	285.69	238.08	241.68	182.96	
NM_006888	212.47	158.36	245.83	230.84	173.08	197.39	152.64	161.78	293.53	383.3	248.61	277.87	284.89	256.28	74.87	149.36	213.83	194.1	236.98	242.3	433.46	414.22	362.12	328.36	343.53	
NM_006886	363.2	203.95	190.4	218.8	239.6	233.28	227.63	333.42	192.91	319.11	180.5	192.42	472.47	402.59	95.41	132.66	248.44	232.87	360.55	350.22	435.35	401.04	445.65	408.33	352.35	
NM_006886	334.37	171.4	184.55	220.04	239.35	201.14	185.7	391.65	219.12	410.08	200.61	239.41	465.57	446.32	128.27	136.72	242.52	220.65	371.4	396.49	435.91	375.68	387.04	458.33	312.79	
NM_001001	354.7	230.5	284.73	297.86	263.08	319.27	162.11	319.62	589.67	783.97	310.68	382.18	685.23	289.47	82.57	125.96	258.2	216.07	269.23	438.27	392.66	368.36	350.9	327.91	241.45	
NM_003333	219.62	250.37	188.89	201.58	213.11	168.49	425.04	342.05	546.69	696.47	308.95	421.76	420.35	397.98	108.68	149.84	237.87	267.52	300.47	328.36	343.1	336.68	337.88	298.84	261.73	
NM_004373	646.88	321.3	381.92	423.65	360.58	298.01	488.84	607.89	423.81	519.67	211.93	225.91	687.28	506.76	155.66	152.24	332.96	279.75	526.59	511.02	466.26	355.78	397.79	356.22	276.96	
NM_001867	602.11	251.52	307.32	329.81	276.09	308.29	464.69	740.1	434.71	567.44	187.47	179.06	427.08	559.39	135.69	150.38	241.29	223.34	339.59	438.46	394.65	284.11	298.79	369.05	242.06	
NM_004373	571.95	214.73	307.22	297.4	268.7	247.92	408.89	542.66	365.36	456.86	198.32	211.7	495.7	489.17	154.36	164.44	304.64	266.26	363.89	407.8	376.77	256.23	297.17	320.76	238.88	
NM_000687	439.48	174.49	233.88	278.07	206.53	291.88	238.6	389.84	331.87	331.34	113.59	144.05	623.67	700.24	303.12	341.3	528.4	594.09	278.86	362.35	458.28	404.04	345.03	393.56	362.74	
NM_002948	188.23	130.33	147.86	164.48	126.71	117.03	120.21	212.41	399.02	348.31	182.65	195.75	547.86	1010.14	362.21	365.72	652.31	584.22	339.69	420.46	304.36	318.67	379.02	294.22	239.3	
NM_002948	236.14	119.22	214.13	165.26	109.03	152.79	140.51	177.07	399.85	407.27	138.26	154.13	848.53	1103.46	367.88	365.17	647.91	711.08	441.61	454.26	415.32	393.0	446.22	340.28	328.66	
NM_000986	310.23	202.59	202.63	219.37	182.27	201.0	196.98	213.17	472.36	708.33	243.79	258.78	635.57	804.24	293.39	352.62	699.39	597.02	288.61	353.19	388.08	240.11	283.33	273.33	157.63	
NM_001010	323.77	184.11	187.54	234.4	164.88	158.55	217.35	220.04	608.66	644.74	208.0	297.0	469.36	612.86	269.12	277.24	392.42	431.34	362.19	398.27	324.4	329.04	339.82	314.61	244.1	
NM_000990	239.68	240.02	168.52	266.83	186.14	199.87	205.96	216.08	553.19	652.02	302.41	386.21	420.29	505.61	213.35	291.14	438.75	446.73	357.75	368.26	463.43	411.27	423.86	342.19	312.3	
NM_001006	240.98	181.33	205.81	250.25	205.86	198.9	180.93	148.64	597.37	777.1	223.37	311.95	493.73	714.16	289.66	326.38	496.98	480.98	402.8	403.02	502.73	405.57	438.61	367.9	285.76	
NM_003299	328.91	256.78	213.86	200.97	285.39	270.07	272.13	406.17	330.15	534.82	227.88	294.83	495.02	692.18	205.61	270.35	495.05	449.92	273.32	378.59	380.53	298.01	380.49	335.55	219.25	
NM_000982	240.91	181.73	228.41	249.07	218.88	273.85	281.55	265.07	414.73	586.49	192.35	271.61	453.17	463.41	170.75	207.4	377.76	378.98	397.59	452.44	686.18	301.02	353.58	347.14	293.21	
NM_007104	381.1	258.93	273.37	255.36	177.41	212.41	306.6	191.86	957.94	1028.81	369.33	459.59	279.77	692.98	319.04	317.24	514.84	533.29	517.02	676.47	702.48	436.0	513.87	403.36	351.07	
NM_001014	203.17	190.08	173.15	175.88	119.4	164.6	230.1	170.16	837.88	956.26	314.37	454.08	263.17	586.93	217.03	226.55	413.2	419.89	448.59	557.57	807.58	355.75	491.08	326.77	253.47	
NM_001002	225.81	182.36	179.2	195.03	136.85	156.59	334.67	232.38	709.98	747.52	339.79	412.89	633.67	713.76	265.95	310.22	529.31	523.49	392.58	434.44	674.94	565.28	605.94	397.26	455.58	
NM_012423	232.05	178.34	138.31	159.56	103.64	126.42	294.13	249.97	814.1	875.46	247.07	381.77	426.2	731.5	335.19	311.72	494.62	565.93	206.11	287.03	545.21	444.6	461.38	369.03	357.05	
NM_007209	277.9	169.64	177.09	186.77	155.34	141.11	176.74	199.65	566.4	502.47	207.04	214.95	784.15	730.39	304.82	295.69	551.39	413.13	326.23	508.2	517.71	550.28	617.63	517.46	331.28	
NM_001011	225.0	175.91	164.15	181.47	156.58	180.32	337.66	197.9	551.56	694.22	242.08	266.41	437.74	571.76	286.94	238.18	443.02	384.88	472.43	662.97	764.74	664.95	901.22	627.09	351.5	
NM_001025	206.78	132.03	198.37	235.12	152.63	199.41	304.34	334.69	453.16	636.76	183.74	240.45	424.49	633.74	260.7	247.28	485.7	428.06	428.3	491.6	587.59	445.97	492.24	582.27	376.54	
NM_000993	296.66	230.86	200.9	166.03	149.7	187.8	207.63	239.92	507.44	682.7	199.74	202.21	413.53	589.56	261.27	243.08	424.73	440.05	336.25	575.66	616.91	416.78	490.04	457.87	331.29	
NM_001031	181.59	284.29	302.8	298.46	215.09	221.97	421.56	521.09	531.82	524.82	214.03	216.7	554.26	534.33	205.2	243.26	341.8	386.31	434.81	645.44	596.11	633.06	678.04	519.91	542.39	
NM_003374	248.54	239.45	248.08	236.93	238.05	172.85	668.55	316.16	475.64	514.57	260.72	306.54	771.1	477.36	132.69	152.42	288.1	247.0	396.51	431.66	486.87	470.27	554.18	509.54	404.69	
NM_000980	148.17	229.64	182.73	218.71	138.28	156.93	288.38	325.54	1110.22	1053.32	425.55	434.29	503.89	677.8	262.4	299.87	459.85	509.48	548.45	705.08	774.52	748.39	651.57	664.63	578.48	
NM_000980	127.43	270.58	181.9	214.93	169.42	172.2	285.53	331.92	1187.39	1136.52	487.54	516.19	526.33	592.76	306.76	261.24	421.5	367.53	510.68	703.31	716.99	681.69	845.57	562.82	492.28	
NM_001014	239.86	149.33	212.37	159.58	117.92	152.07	188.55	235.52	1121.95	1187.59	390.94	318.56	715.25	787.41	273.34	270.43	498.28	476.61	731.39	831.17	1094.45	476.84	628.57	384.75	352.58	
NM_001014	269.77	223.24	248.11	202.73	150.24	231.99	321.94	253.14	1139.06	1248.93	482.13	549.45	1215.25	763.18	356.38	310.2	542.21	535.0	751.24	879.98	1192.43	547.76	689.07	441.33	410.7	
NM_012423	227.31	210.86	225.43	274.74	196.4	185.76	268.99	373.09	892.36	709.37	292.62	319.98	492.09	666.65	308.31	287.43	506.5	418.25	418.82	461.87	463.74	500.0	664.57	327.14	369.24	
NM_000967	275.47	211.98	357.58	389.08	186.81	243.8	336.62	336.08	1121.29	940.6	206.6	311.26	451.67	578.58	331.94	286.29	435.04	471.01	424.51	516.73	566.67	492.58	513.08	394.39	409.54	
NM_001030	373.85	227.44	289.14	273.22	256.43	286.5	225.94	394.91	642.52	773.23	387.54	348.05	674.12	754.73	345.94	395.99	455.99	455.49	512.42	636.66	563.87	597.05	637.14	752.14	449.67	
NM_000985	312.99	273.7	236.91	256.81	241.47	288.78	256.03	357.68	713.64	929.84	292.39	421.09	698.18	709.31	322.15	311.96	469.85	445.28	438.45	613.08	629.55	446.35	504.0	457.36	318.42	
NM_001018	157.54	215.86	200.43	236.66	143.61	174.09	317.22	278.64	537.38	541.48	254.72	257.28	727.25	754.94	307.95	378.21	595.65	617.96	681.04	726.1	757.64	699.74	726.74	589.32	561.61	
NM_007209	308.03	204.16	234.56	228.99	216.96	198.06	253.81	229.06	639.62	672.78	203.95	274.51	1076.04	809.59	350.0	336.13	637.85	518.08	475.67	596.01	708.49	676.13	932.12	698.98	505.92	
NM_000972	287.47	254.09	205.77	269.87	192.5	199.68	258.64	287.95	1029.41	886.77	216.47	327.29	721.67	969.72	400.85	424.33	731.84	654.01	525.06	639.9	720.66	878.98	826.76	760.52	664.84	
NM_002954	323.74	166.36	276.23	220.12	221.65	215.1	234.42	291.85	776.97	1215.44	319.75	308.33	871.37	906.52	351.12	276.3	514.58	460.44	745.06	887.13	884.56	753.75	859.87	671.24	490.06	
NM_002954	275.56	206.96	216.75	249.72	225.45	216.95	248.6	314.18	781.53	1153.08	384.79	413.93	824.12	803.27	359.17	341.07	522.88	513.47	662.98	917.69	759.5	696.7	813.61	737.81	461.76	
NM_002954	284.58	184.68	226.68	227.49	215.22	200.15	243.02	267.07	804.97	1136.66	341.34	393.27	731.21	947.34	365.55	332.1	624.75	523.03	622.54	885.04	890.2	655.72	779.81	748.98	447.77	
NM_000977	417.96	296.26	259.4	325.35	197.46	206.58	324.3	325.42	1568.17	1194.25	759.37	636.95	672.75	993.61	438.92	388.83	632.9	570.33	397.41	548.81	510.29	650.73	696.69	517.66	425.05	
NM_001026	477.31	293.79	309.98	276.09	234.14	245.39	395.6	224.88	821.66	965.26	414.98	430.54	1038.6	913.35	536.57	625.14	864.51	664.25	466.62	643.05	653.18	539.59	637.13	502.43	282.65	
NM_000970	289.06	240.56	262.49	264.2	222.65	224.05	311.72	391.94	1006.02	1021.81	510.11	536.93	1413.06	1394.77	597.1	586.98	893.62	881.66	623.39	838.3	686.75	543.92	601.7	534.17	362.43	
NM_000970	290.21	226.36	285.51	210.67	156.85	202.22	256.07	340.06	857.4	961.07	459.08	354.74	1171.03	1267.11	486.22	520.48	972.54	907.86	644.87	913.93	822.72	627.16	734.34	538.33	426.42	
NM_001000	497.74	335.58	246.59	296.38	294.22	338.08	515.04	379.72	1004.74	1507.63	496.52	690.96	704.65	678.79	269.57	280.97	547.28	513.47	490.5	698.46	933.59	704.25	880.91	813.87	656.25	
NM_000992	453.28	475.66	285.01	298.26	235.7	257.69	376.55	350.78	911.32	1081.65	351.75	478.23	513.44	752.94	305.4	354.16	570.58	597.54	315.24	475.28	692.83	636.06	675.33	579.54	532.74	
NM_001028	415.89	338.45	351.5	391.9	275.76	359.8	318.8	473.73	963.5	1112.38	336.58	414.06	492.14	532.36	230.62	204.18	366.31	321.81	486.44	779.51	965.53	704.42	859.13	757.66	543.03	
NM_001032	484.01	275.0	409.42	276.02	270.66	313.33	205.64	317.99	881.06	1135.88	411.33	368.53	502.46	621.18	240.13	296.25	492.03	441.47	491.32	812.64	1157.13	913.99	1106.01	751.18	576.0	
NM_000971	481.97	230.83	269.11	247.69	221.18	240.91	604.85	314.89	974.64	994.19	311.35	360.99	850.33	813.12	328.99	499.29	571.63	487.37	675.07	973.37	889.49	654.68	805.73	682.96	401.62	
NM_001023	346.21	327.72	401.14	398.01	290.59	390.9	792.58	397.36	863.63	1073.2	360.91	370.57	1047.86	798.42	277.69	302.39	492.56	485.17	531.45	714.53	954.81	566.83	637.75	464.69	417.91	
NM_000989	449.96	247.64	308.36	341.36	265.6	296.29	698.98	394.56	732.34	953.37	302.74	324.61	631.55	712.37	251.25	265.45	434.95	377.49	534.8	641.0	883.06	538.66	715.78	560.29	372.83	
NM_004135	457.43	368.68	304.26	344.67	292.08	350.99	297.27	464.78	704.87	1100.96	301.71	336.92	703.22	919.11	364.24	413.94	681.74	643.91	557.01	708.49	607.26	458.16	499.44	425.06	318.25	
NM_000982	398.03	380.88	381.11	472.68	417.3	414.6	438.96	536.31	912.07	996.3	380.92	433.62	688.98	819.9	341.63	371.87	667.28	593.45	709.54	884.45	1032.59	489.88	638.14	567.78	456.62	
NM_000982	316.16	240.09	375.26	343.63	310.59	358.44	270.93	486.32	881.35	1020.79	377.5	414.92	734.25	846.1	330.7	435.49	646.08	542.58	769.2	848.08	1065.56	479.87	629.49	570.36	365.76	
NM_000982	301.91	296.79	310.74	383.91	321.2	313.24	321.5	485.93	736.8	821.52	363.99	409.33	549.68	820.55	292.41	316.82	569.68	520.27	491.79	746.57	865.05	403.13	594.31	445.82	354.41	
NM_001016	305.39	110.72	325.76	129.18	170.38	105.49	301.09	277.31	321.61	461.35	204.17	169.15	547.86	756.2	284.76	271.16	477.1	448.66	1008.95	1157.57	1354.44	1010.86	1169.27	942.71	737.58	
NM_002107	1160.93	422.26	401.28	443.6	368.1	320.87	389.04	478.63	347.1	390.15	250.1	221.22	1340.56	1256.92	325.49	377.32	686.67	604.95	890.99	1053.38	845.11	936.23	894.76	814.3	493.25	
NM_006213	287.43	189.93	266.33	228.86	188.66	233.86	254.97	399.41	430.67	586.41	246.16	348.15	2366.18	964.1	213.22	322.6	582.37	653.41	874.69	841.5	735.1	730.1	740.01	811.3	583.82	
NM_002032	433.94	317.69	593.19	538.73	278.45	288.27	565.55	431.68	1822.21	2160.78	225.86	371.42	2890.95	2066.93	893.01	906.1	1197.81	1377.39	487.07	379.65	365.52	347.32	323.95	453.23	481.85	
NM_002032	512.86	399.02	704.45	632.06	348.8	426.28	757.55	512.55	2150.19	2068.84	226.8	449.25	3931.22	2197.42	953.99	837.19	1673.9	1306.76	460.84	410.47	401.23	321.44	334.0	427.78	527.35	
NM_002032	446.37	411.07	594.96	645.22	406.67	399.18	703.06	515.79	2350.52	2125.07	253.42	472.91	2685.16	2458.38	1089.72	967.48	1226.41	1109.65	465.9	497.56	338.74	316.13	379.99	455.18	471.64	
NM_002032	534.11	454.07	705.96	807.84	456.6	409.1	732.52	540.96	2476.08	2190.96	303.11	491.71	2426.85	2288.33	1079.01	920.6	1515.28	1345.24	572.41	476.18	411.71	375.35	339.84	507.61	514.09	
NM_021009	988.52	612.61	975.23	798.19	593.4	538.19	565.86	745.02	1550.3	1416.07	814.77	730.5	1092.21	1169.9	335.65	501.05	722.36	645.43	668.0	876.56	751.02	716.29	696.5	609.29	522.84	
NM_018955	1070.48	432.09	1210.5	779.86	582.14	730.11	754.4	693.65	553.87	644.15	276.85	306.1	1607.7	1236.66	337.97	427.86	808.87	789.42	673.67	776.57	744.21	659.13	627.54	575.99	506.15	
NM_022551	585.73	411.84	400.44	428.56	308.67	319.57	530.64	499.0	2442.39	2762.44	913.59	1146.3	837.33	1141.88	590.08	568.37	921.49	942.93	800.81	1145.94	1208.61	615.04	754.05	763.14	522.36	
NM_000981	513.96	399.23	338.17	389.95	302.03	306.11	381.05	487.35	1596.03	1521.95	659.22	718.18	808.04	895.3	366.95	398.57	644.37	566.96	720.5	918.97	608.35	799.49	761.35	803.57	533.54	
NM_000999	491.54	339.14	327.09	366.36	305.86	316.19	606.11	525.84	1767.71	1733.25	550.64	675.64	1032.43	1000.71	471.98	467.72	823.45	699.76	733.91	815.97	831.43	778.15	724.1	726.36	508.63	
NM_000976	540.23	535.29	352.5	424.98	324.37	422.52	445.44	465.17	1558.83	1622.64	533.18	626.78	1474.79	1217.2	587.1	570.85	822.86	858.95	748.98	885.77	980.93	830.92	918.4	838.31	838.34	
NM_000978	435.06	298.73	385.58	362.49	306.41	352.04	306.06	458.96	1913.06	2275.03	783.98	742.32	1198.2	1508.77	581.88	568.95	928.24	801.31	814.11	962.24	684.32	806.74	837.48	800.87	589.18	
NM_000988	478.53	387.36	369.14	354.93	281.09	339.46	601.79	451.16	1992.13	2595.84	753.12	743.78	1223.38	1361.3	431.91	478.96	889.84	864.97	892.69	1017.6	728.74	819.88	925.58	765.1	631.31	
NM_000994	437.33	311.83	318.4	339.34	264.94	274.05	282.04	431.37	928.56	866.61	330.74	329.87	1487.95	1709.37	876.2	1113.25	1136.18	1114.3	789.44	1064.18	823.37	732.57	836.21	804.3	525.94	
NM_003973	432.52	227.67	320.02	295.21	213.21	280.64	342.65	353.29	1169.61	910.95	335.99	387.69	1629.01	1308.96	644.84	694.44	862.82	868.88	588.34	875.71	994.91	968.98	914.29	918.73	685.12	
NM_000986	639.28	332.87	484.0	403.79	349.35	456.34	375.19	391.39	1341.04	1545.95	513.28	439.53	2213.85	1993.95	697.19	726.73	1361.35	1208.94	799.96	968.15	997.85	538.06	646.07	602.52	406.99	
NM_000970	435.44	336.4	366.76	352.02	267.04	324.89	438.03	513.31	999.0	1337.35	672.2	642.98	1478.33	1689.25	647.45	713.08	1312.84	1232.85	772.51	1021.68	1069.6	853.41	905.61	671.1	608.7	
NM_001006	639.67	385.15	504.68	302.93	265.89	388.38	255.39	275.85	1416.0	1878.56	546.1	433.65	1309.39	1854.15	636.94	630.42	1163.18	1118.54	763.82	1096.79	1494.21	921.91	1273.82	856.9	683.6	
NM_001006	515.58	317.86	388.11	310.29	267.42	322.65	247.0	289.46	1533.26	1710.31	429.81	469.03	992.17	1639.43	654.7	587.86	1046.01	877.97	734.52	1124.27	995.16	729.31	803.23	816.15	524.6	
NM_001019	585.99	412.79	557.88	427.17	341.6	441.67	445.53	518.51	1079.5	1455.83	443.11	484.35	2126.94	1593.39	557.0	546.64	1062.28	1055.52	997.86	1239.79	1431.16	997.52	1153.1	1010.91	730.96	
NM_002954	502.25	316.85	327.27	337.11	294.04	308.01	370.36	359.11	821.75	1810.56	560.85	578.45	2621.65	1195.35	477.72	509.84	878.91	862.65	803.6	1065.26	1228.11	895.64	1118.87	1033.81	702.88	
NM_000975	276.25	335.79	433.47	339.34	233.37	303.79	192.95	392.72	973.92	1002.76	407.42	356.89	817.52	946.76	427.13	484.61	789.47	845.05	481.24	756.78	1033.85	676.74	802.1	617.26	480.08	
NM_001019	407.46	310.28	432.69	332.98	261.56	364.48	344.35	346.94	701.07	935.01	318.1	338.05	866.99	1073.53	346.46	425.6	754.54	715.12	654.5	808.37	1064.23	810.83	990.99	772.8	539.92	
NM_007209	393.04	269.34	261.14	306.91	271.36	245.17	303.3	294.38	888.92	802.03	326.01	335.39	1005.27	953.17	436.97	419.1	884.5	643.3	605.91	884.77	903.35	857.2	916.67	846.08	665.78	
NM_000998	318.35	231.33	272.78	288.46	246.59	268.52	390.76	353.91	1292.41	1373.75	444.19	438.44	926.92	1003.44	529.84	458.5	767.45	675.1	577.7	858.49	807.8	683.66	764.8	748.42	409.07	
