Identifier 	A009	A016	A018	A030	A043	A075	A078	A079	B013	B017	B033	B036	B061	B062	B064	B080	B084	B105	B108	A001	A002	A006	A013	A015	A022	A026	A027	A039	A042	A045	A046	A049	A054	A067	A069	A070	A077	A082	A084	A088	A093	A094	A101	A104	B014	B022	B023	B024	B032	B048	B054	B060	B068	B081	B086	B092	B094	A003	A004	A005	A007	A014	A020	A021	A031	A033	A035	A037	A038	A047	A050	A051	A052	A053	A057	A058	A059	A061	A062	A064	A066	A068	A080	A081	A083	A085	A096	A097	A102	A103	A105	A106	A107	A108	B016	B019	B026	B027	B028	B030	B031	B034	B037	B038	B039	B040	B041	B042	B043	B044	B045	B047	B049	B050	B051	B052	B053	B055	B056	B057	B058	B059	B063	B065	B069	B071	B072	B073	B074	B076	B078	B079	B082	B083	B085	B087	B088	B089	B091	B093	B095	B096	B097	B098	B099	B100	B101	B102	B104	B106	A012	A023	A025	A044	A063	A087	A099	A017	A019	A024	A028	A032	A036	A040	A056	A071	A074	A090	A095	B012	B015	B025	B029	B035	B046	B066	B070	B075	B103	
NM_203352	0.6491425	0.8873927	0.7711828	0.38352728	1.0370783	0.14555207	0.9320708	1.5058025	0.7226499	1.0680828	0.8391788	0.8087098	0.6489491	0.956029	1.0477744	1.1100246	0.6753197	0.41803658	0.6517754	0.8549888	0.44318128	0.57157856	0.5742987	0.2908849	0.2326266	0.0693095	0.5988951	0.49365005	0.12473293	0.53552085	0.21724012	0.19259366	0.56435096	0.34066927	-0.16291831	0.48427612	0.27974316	0.9176873	0.89150625	0.6766219	0.31996018	1.2419167	0.24649446	0.2197179	0.9177724	1.4845197	0.46738824	0.94450885	0.59326947	0.9488216	0.80234915	0.8203938	0.6383503	0.78605276	0.6415506	0.8512542	0.9607757	0.79657763	0.5355049	0.30646062	0.24835749	0.4700927	0.5381964	NaN	0.5770154	0.8481944	0.7808496	0.48385143	0.93618333	1.0148925	0.7149375	0.56371874	-0.018389776	0.56759435	1.2357951	0.79276204	0.23179083	0.2841178	1.5084879	1.006938	0.019354023	1.1969419	0.052531254	1.3539999	-0.1387066	0.8702781	0.6592116	0.2061277	0.31269565	0.9859135	0.44425553	0.55883795	1.2559074	0.5279038	0.55639637	0.8066728	0.6438029	1.3721999	0.9436422	1.6293153	1.0309665	0.48152095	1.274668	0.50081664	1.2772777	0.56734264	0.4501147	0.80325836	0.7563465	1.0161856	0.5137605	0.73540586	0.8139543	0.90210027	0.78626496	0.48304376	0.7997779	0.67203677	0.94963974	0.75139195	0.57621646	1.1336222	0.36489493	0.93506676	0.68961096	0.41867685	1.0556495	0.9744605	1.3360838	1.0729313	0.9562117	1.1162581	0.47479403	1.049653	1.1398668	1.2847022	1.4096898	0.7935024	1.9450096	0.3269501	0.90019745	1.6888227	0.39759472	1.9252453	1.7075485	0.44107112	0.7658944	1.3773273	0.4430768	0.88875234	0.37894154	-0.0784482	0.2536976	0.35609135	0.09435878	0.31132218	0.59430903	0.91989326	0.9471727	1.23631	1.5791788	1.0324255	1.2587655	1.1895678	0.6430822	2.5995002	1.2766318	3.0874307	1.3579758	1.9556577	0.8710241	1.2328501	0.28166825	1.5193729	1.1570323	1.3546246	1.6379045	0.4755247	1.8183823	
NM_006034	0.29924121	0.42716134	0.7420527	0.0798315	0.44769576	0.3695875	1.0610373	0.8273896	0.6932563	0.72136074	0.24472235	0.7952298	1.149138	0.44137898	0.508618	0.5349945	0.41402754	0.17564091	0.41748068	0.7126529	0.026261996	1.2348063	0.11800206	0.38884002	0.0062889485	0.48346508	0.2728099	0.5148719	0.68270725	0.39757365	0.46060625	0.47044584	0.25692007	0.50680685	0.5678433	2.010707	0.06260622	1.1720805	0.1445884	0.18959604	0.2139782	0.3070517	0.5819305	0.06605411	1.2735292	0.69923234	0.7822345	1.0100014	0.9536321	1.4312388	0.58955026	1.1630927	0.11287497	1.0803913	1.1025664	0.786202	1.2598916	0.78410536	0.82701665	0.16588688	0.12088984	1.0406935	0.37627077	0.85326	0.60774124	0.48662502	0.4624262	0.37838006	0.17626876	0.92739874	1.0133882	0.20643255	0.29826283	0.41535732	0.9372953	0.19320288	0.2639187	0.3770781	0.76000094	0.29847035	-0.065417856	1.0520512	0.2850638	0.6416804	0.25794515	0.71472746	0.40309057	0.7996455	-0.044301476	0.96389306	0.5522271	0.5221085	0.65523195	0.7764152	0.13504054	0.70116127	0.2906872	0.9686921	0.2907622	1.0885457	0.6112104	0.034301285	0.4164333	0.7036026	0.42100284	0.06359551	0.35388887	1.0650167	0.018883426	0.5333208	0.47997555	0.26564124	0.8727674	0.48849282	0.6875863	0.4943115	0.69562954	0.38101923	1.488529	0.5427469	0.34194568	0.5818879	0.20055084	0.7182827	1.1491663	-0.41145605	0.41619685	0.7715427	0.18413834	0.3416137	0.83175874	0.11708083	0.7596143	0.45078015	1.0494516	0.92257476	0.40746465	0.32981268	0.37027815	-0.016580543	0.38751942	1.3988811	0.7314371	0.6093604	1.0326841	0.31602284	0.7878229	1.1966451	0.38139248	0.5426981	0.44726828	0.19690719	0.8631791	0.25055304	1.01132	0.3283361	1.0026264	0.9704813	1.1216819	0.8874375	1.122105	0.74245834	0.41429505	0.7149526	0.962587	0.4037327	0.78163105	1.2695357	0.59308	1.7263839	0.07257386	1.0543776	0.78271466	0.9996143	1.0322115	1.0486656	0.861634	1.0861553	0.30346465	
NM_004355	3.3375046	3.9721415	4.0317745	3.812205	4.5687394	4.3678236	4.6034446	5.7316165	4.518502	4.0068355	3.3416226	4.834041	3.7528725	5.353282	3.303284	3.8467364	5.2188168	2.516	3.9519124	5.4596915	3.508081	3.894023	4.1689568	6.0153155	5.288673	5.0669	4.3716755	3.3288436	3.6616948	4.429589	2.7398636	4.387621	4.0315914	3.5876234	5.6971345	2.8529384	4.578937	5.3997645	3.8230217	3.2264712	5.362303	3.5524948	4.083828	3.726636	5.0662513	4.149003	4.778744	5.5875793	4.5040255	6.159112	3.483815	3.4378622	3.5477962	3.8878384	3.7710261	4.2937803	3.358372	3.7410781	4.655875	2.9852753	2.9448311	4.0052533	4.2686415	3.6839914	3.7101736	2.5884125	3.9986875	2.605649	4.058201	4.1163764	4.694474	3.4655886	1.7581085	2.3107624	4.459843	4.642429	3.0328822	5.96224	4.23718	4.351777	3.563925	3.7650595	3.36928	4.2533894	1.6498262	5.2436485	3.6456778	4.6221757	3.002813	3.2684755	3.4737105	2.3622863	4.297807	5.344822	2.4412613	4.2654257	3.7006552	3.820192	3.0506709	1.1648147	2.2470508	2.9614902	3.57388	2.662134	3.390826	2.1736412	2.5100322	4.3911953	2.706077	3.2180998	2.6420484	3.4097636	3.496684	2.8412695	3.0112696	3.7436807	3.8717139	4.141316	4.7428265	3.4109895	3.7023768	4.316441	2.6828115	3.5975993	3.3322937	1.5798234	2.9923284	3.4843304	2.6582694	4.773184	2.1953738	2.1078231	2.3200004	3.4709437	3.967429	3.914287	2.6370742	3.9329293	3.0129998	1.7173504	4.101856	4.2024045	3.535935	3.8788474	3.5666597	2.9057314	2.6698499	3.7113404	2.5570679	3.7460935	3.8452137	3.0699656	3.8106413	3.8255863	3.3816376	3.8821285	4.984396	5.994817	4.3256598	3.856488	2.4604073	3.6644292	3.2594786	2.8743927	2.442918	2.7319758	4.906819	3.2058961	4.467699	2.9020686	3.3266613	3.3793833	4.727075	NaN	4.8208866	3.3317862	5.0609674	3.4422886	2.693288	
NM_080742	1.0011495	2.05424	0.6441732	0.037127834	1.5323094	1.2681147	1.3649231	0.9392829	1.1793492	1.2097198	0.74588615	1.9367751	0.81383765	1.6370802	1.1818842	1.6518072	1.605745	1.1550436	1.3608598	1.1776366	1.9885851	0.7514242	2.0789356	0.45670393	1.205859	0.55704254	1.3014956	0.9547774	1.9123936	1.1626132	1.3869202	0.43017614	0.37467757	1.0363933	0.86797094	0.9944057	0.12897235	1.7175566	0.86600524	1.2150339	1.2177472	1.306122	1.1079245	1.3845059	1.4345795	1.8196621	0.7718493	1.7337488	1.1504424	1.1306713	1.0595056	1.1797262	1.2453212	0.35087198	0.4856416	0.9389441	1.3029368	1.4521174	2.1789563	0.49901852	1.2621651	0.93523103	0.95826983	0.7028632	0.82000905	1.3314004	1.1202632	1.2676346	0.7234713	0.6982391	1.6618197	1.2711529	1.3170062	1.0313013	1.5741658	2.1498742	0.9450647	NaN	0.40233684	1.4517707	0.35113665	NaN	0.8595604	0.57145894	0.7714937	2.7194514	0.7954755	1.6623204	1.9764565	0.35088214	1.7049958	0.98593587	1.9302644	1.0649915	0.9294705	1.1646895	1.7996447	0.06632156	1.1588682	2.1402824	1.1912876	1.0551711	1.1285146	1.3048385	1.5434562	0.6579854	0.3583118	2.0847096	1.1938026	1.0886039	1.3968699	0.8484404	1.1762141	1.395634	0.29111627	1.678614	1.1329575	0.7958176	1.4903505	1.8456309	1.0556716	0.79457617	1.3026825	1.6107882	1.4511982	0.57300436	1.5854571	1.0148796	NaN	1.4259279	1.7768602	0.80772364	1.1469076	1.3076539	1.3184965	1.6613573	1.6555396	1.1147165	1.590879	0.44512287	1.4255822	1.845205	1.0787818	0.74991435	1.73169	1.405789	0.87324923	0.94445825	1.0714852	1.6080014	1.0396962	0.41648406	0.59871185	0.48721024	0.668429	0.4109239	0.7636284	1.7747447	2.1498861	1.7752339	2.514867	1.2586178	1.583217	1.9356532	1.6494571	3.8565686	0.9577847	1.5573909	1.8792944	2.7337441	0.55441153	0.9351073	1.6257948	1.5863657	1.712564	0.658446	0.6706066	1.448235	2.262684	
NM_005213	0.41698992	0.91427344	0.49390113	0.16677247	0.5852103	0.396986	0.6418435	1.378307	1.3370755	1.8357618	0.700424	3.6122165	0.4627323	3.449897	2.873751	3.3364778	2.1402924	2.4843297	1.854851	1.6398377	1.0881368	1.899161	0.4011783	0.2801003	1.2621837	0.833219	0.9651701	0.030204091	0.31794047	1.7294472	-0.13980314	0.17438968	3.8584104	0.23943397	3.1380541	0.9311879	2.1003919	1.7729917	2.220502	0.053588286	4.9885225	4.3367968	0.074551865	0.7600024	0.994407	2.234931	2.5002956	4.5902452	0.8826149	1.2438309	-0.3572727	0.29604056	1.1682619	1.2753422	0.80741644	1.3309814	5.665529	0.19450283	1.5854388	0.72301835	0.15227978	1.5678649	0.72680724	0.18892725	0.05210596	0.44153172	3.7076755	-0.2737643	1.2952282	0.9384222	0.6618578	0.42342228	-0.44633093	0.30141678	0.42331684	2.1474135	0.27224827	-0.1960591	1.2840415	0.8625335	0.08152196	1.772021	0.51793915	1.346262	-0.40339413	0.06854361	0.36664584	1.9142803	3.8900201	-0.24170233	2.02485	0.9389711	4.7549186	2.4585361	0.077915676	2.2963288	2.2433124	0.8737485	0.6439118	-0.09697491	3.0086787	0.1465404	4.4699807	-0.5165786	1.2846053	0.30433416	0.8222139	1.4612447	2.5816193	1.9683926	-0.24329536	0.5050859	1.6771218	0.46334836	-0.46090227	-0.13101067	1.7233295	0.059810564	1.3962322	1.0720493	0.28908178	0.7134292	1.3012142	0.017502872	3.5266967	0.2567562	0.6638204	2.8780048	1.681902	2.8730972	0.12648809	1.2265154	0.50262403	0.32034668	1.3773166	3.0053787	3.2262514	1.5413107	1.0611483	0.098262995	1.3527839	0.5345872	1.1888806	0.5384393	0.28100908	0.73717093	1.1640167	0.93947196	0.030874757	1.2772442	1.7012812	-0.014743467	-0.7099168	-0.168498	2.7533646	-0.11156338	3.1841965	3.4652617	0.8381842	0.5045131	2.7336454	0.52033275	0.84913915	0.83355045	0.61695343	2.2387803	NaN	1.7797841	1.2277694	1.8053379	0.59604776	2.2730138	1.04215	0.705416	2.4854228	1.057793	0.88073945	0.9272709	1.2305223	
NM_002023	6.433369	4.38495	7.055893	3.2353864	5.3688684	3.6922255	5.648803	6.1369705	4.3546247	4.5399632	2.623182	4.910671	5.37099	5.7553673	2.5482109	3.348749	5.8022428	3.1736038	3.385094	5.7632265	5.4770036	7.913161	6.3976955	4.4083414	6.981935	6.194438	6.93221	6.537554	5.819365	6.6583877	5.0538335	5.6677523	5.952627	6.4665136	4.797226	5.2594852	4.917702	4.3098297	4.7196345	5.087623	4.4967337	9.056524	3.8500311	5.9766245	5.501858	5.428817	5.6647525	5.0480747	6.041956	5.9650846	4.958383	5.2329082	6.28014	4.980002	5.534825	6.2838426	5.744786	5.7810864	5.1117134	4.0433035	5.4299726	6.9863453	6.322216	2.5671463	4.831387	4.6184435	3.6553075	6.677242	5.3174615	5.5834846	3.9635286	4.146551	4.7431026	4.9970546	4.048234	3.9535806	5.1330104	NaN	4.7197657	7.607914	4.6483717	NaN	5.2005186	6.288184	3.1085415	5.29002	2.6830628	4.04842	6.5873923	5.4445443	4.861377	2.3375163	5.9207654	3.2962415	5.5897593	5.6780787	NaN	5.1312947	5.298163	5.109724	4.995246	6.2294602	5.912259	4.424154	3.1793885	5.347708	5.4491534	6.396893	5.1319003	4.8088374	3.8765197	5.3457804	5.7691336	5.144037	5.748966	5.542895	6.0786524	5.295439	8.490663	4.826296	6.7118163	4.8985844	5.980799	4.3921194	6.046259	6.938236	6.22976	5.9234185	6.0877705	4.2114415	4.2245464	4.371945	3.7389605	3.0886848	5.426651	4.434831	5.154949	4.9631658	5.5003657	3.809712	5.256877	5.9903417	5.0569882	7.297092	6.843599	3.5591686	5.512568	8.809514	5.238737	6.3961296	6.1624064	4.961136	4.699493	8.923174	4.736612	9.902229	7.5895405	4.242026	5.9396973	5.977761	5.134585	3.6502445	7.3479247	4.7156115	4.5135374	3.0798028	3.064246	-1.4136591	6.3278127	2.9339583	NaN	5.9862723	5.549553	4.0788364	6.443856	5.503496	5.743095	2.8702798	5.194196	
NM_001747	2.2831051	2.9938037	2.2004914	1.7446914	2.6043472	2.5373669	2.6692882	1.9019797	3.6489346	2.5483465	3.1435213	3.9210553	3.772203	3.3270056	3.2264159	3.0024953	3.4279282	1.5794885	2.6597695	2.6843162	0.65887165	2.3059626	2.390678	1.3554289	2.1049626	2.1196847	1.6005882	2.020097	2.3854678	2.8423438	1.062436	2.3724844	2.9305837	1.397323	2.385347	2.0212207	2.4514744	2.80361	1.8853718	2.0409217	2.1314673	1.2286165	2.1700366	1.5424134	2.6486282	2.510364	2.4417841	2.865562	1.7794435	3.0791948	1.7783846	2.1941588	1.1431775	2.620237	2.6379926	3.054829	3.1494155	0.70911527	3.0438595	0.079441905	1.6354017	2.4071364	1.7557031	2.5106418	1.5002068	1.9567188	1.9330801	3.0747678	2.3218465	2.4444675	1.8246373	1.3110225	0.10358704	0.86178607	0.43931058	2.1301677	1.1723335	2.8061378	2.2464392	2.09418	1.2846594	2.297175	1.8872312	1.9293104	0.8360247	1.1857756	2.0174649	2.823436	1.8122524	1.3032342	2.1976373	1.3546685	3.088962	2.5701842	0.5551822	2.3597436	1.493615	2.3145766	1.2909349	2.227356	2.6220763	2.1513636	2.582787	1.0078522	2.2965412	1.9838085	1.2410392	2.2487967	1.8345171	1.8740882	0.49171585	2.7729044	2.2944953	1.5247526	2.6511312	1.0827894	1.6380583	1.5650433	1.9470285	1.6636596	2.2877934	0.5457326	1.2519131	1.8807615	2.05369	0.7925637	2.1220775	2.6883502	3.019657	2.4483042	2.1341834	0.4640793	1.4436249	0.94839114	2.6885645	0.8330365	1.6122184	2.6130948	0.7902929	1.0992507	2.5690224	2.799902	2.078374	1.7059274	2.7856958	1.3173102	1.879732	2.3873513	1.3459458	0.8498089	1.9215859	0.44575906	1.6060001	0.27884978	1.7647058	1.7776794	2.5246036	3.248966	2.3910525	2.9407735	4.6245646	1.5746641	2.4181461	1.0119755	2.3017805	1.4958311	2.4574695	2.4425151	2.9330173	3.7960005	2.0976143	2.4502172	2.6642096	1.759319	3.0581489	3.5969715	3.394568	2.1507506	1.4268575	
NM_022168	1.8310483	2.644968	3.1979465	1.5494007	2.5996144	3.2670052	3.1333234	1.670977	1.8900473	1.8588412	3.2679608	3.0010388	4.1020412	3.0352895	4.1773324	4.077136	1.8777432	4.9468865	3.7378767	1.4605931	1.8792462	3.7398589	2.7318456	4.044048	1.724612	2.380923	1.7143928	1.630881	1.485742	1.9942225	2.127806	2.5486133	2.9780684	1.5897642	2.2078426	2.0035162	2.4079018	2.110087	1.0046101	1.9048551	2.9586174	1.6468083	2.8627777	1.997117	1.7261732	1.2561594	2.6456845	1.729159	1.2587458	2.2151241	2.687234	0.12234011	1.3910347	2.3331	0.46244788	1.3207575	1.2510582	1.4070805	3.4862826	3.2670135	0.8723693	0.7149717	1.2628237	4.6092944	1.7847233	1.1062996	1.7000157	2.7002895	1.5091321	1.3662244	0.941673	3.2535427	0.96401876	1.2709347	0.8243978	4.8491106	2.5720267	2.1192043	2.5812843	1.160639	0.7260421	2.4837837	3.4749594	1.7310839	0.8925583	1.2595516	1.6925058	3.3339188	2.107202	2.2686226	1.456345	0.9467219	0.8603537	3.3948202	1.0625156	1.9164672	-0.012729094	3.9494112	1.8794719	2.1403008	0.9125177	2.7405212	1.6318942	1.144159	-0.15708907	1.0232825	1.9944149	0.5544807	2.138584	2.013505	1.3152328	2.1193852	1.1050291	0.6957651	2.2759464	2.4768245	0.9705258	0.9217758	3.024764	2.626005	0.90858394	0.99492633	1.3505341	1.314046	3.2215178	0.55177015	3.3514848	1.4150547	2.540136	2.1088114	0.2128176	0.53268397	0.33343244	2.1066928	0.63377655	1.2155826	0.23095176	1.4347131	-0.33551043	1.132233	1.9158616	1.5009683	0.84705174	1.8069527	1.7172123	0.38924465	1.3573767	2.6690478	3.6491811	2.3220558	1.6623677	1.0425994	1.2997884	-0.30115214	1.471914	2.3067467	1.9472136	3.991201	2.5589767	2.8531723	1.3268452	-0.28594533	0.26791048	1.0994502	-0.9683704	1.2755729	1.7887568	0.010549167	1.0671968	0.6699082	3.3744633	-0.377577	0.7001492	1.7976987	1.2346832	2.863581	1.2598712	0.29156926	1.069861	
NM_033546	1.563393	1.3485357	1.7041329	2.408656	1.7808391	1.421296	1.03279	1.7190242	2.0338569	1.4940948	1.8877933	1.9222938	1.5714364	2.3240705	1.7828987	1.7410731	1.900267	1.7138038	1.8662387	2.1308227	1.5006667	1.8435777	1.315982	1.8988304	1.4157165	2.0896306	2.1053855	1.6282494	1.8383939	1.2058461	1.1165596	1.6277398	1.6520768	0.768923	2.1325967	1.203486	2.4154894	2.5313466	1.9212734	1.1078044	1.3592488	1.6096731	1.0012506	1.5887529	0.6640428	2.33073	1.3925124	1.3951372	1.1523306	1.0991625	1.9328718	1.1877434	1.4926233	1.0313227	0.5733493	1.8233752	0.86254364	1.9434431	2.147277	2.6153662	1.71391	1.0095251	1.5560676	1.116524	1.0857215	1.3654728	1.8057233	2.6644654	1.2528125	1.5201535	1.4385449	1.6642107	0.9295702	2.7097812	0.7672342	1.7032185	2.1633525	1.6726778	1.2892743	1.2007512	1.0491787	1.8584696	1.8989761	1.374441	0.83600163	1.1822305	1.981986	1.9815247	1.0168852	1.2820833	1.3792657	1.8586912	1.2834668	2.351848	0.82521254	0.86953706	1.5095366	0.86508876	1.875676	1.3873296	1.2389429	1.5598997	2.616928	1.4435561	1.0881095	1.6738205	1.783321	2.4863899	1.9799592	1.8776478	0.60891396	1.9138165	1.9956715	2.9723153	1.8880703	1.3167737	1.1687499	1.8456223	1.757904	2.338122	1.0750979	0.83515215	2.0246189	0.76469487	1.5099616	1.377086	1.4091393	2.241271	1.5632358	0.25387937	1.1562678	1.3203698	1.1819646	0.5939515	2.1037307	1.9006256	0.9603405	2.173608	1.147575	1.0733455	1.6701322	2.3859653	1.4362229	0.7882666	2.476628	2.1804192	1.7976085	0.90023136	0.4742054	1.0757247	1.7509594	1.3069794	1.0779536	1.1224484	0.8377725	1.6354729	2.517532	1.7196587	3.1475682	2.4216542	2.756075	2.23261	1.8749912	1.085571	2.0968142	1.2296307	2.6663878	1.0319757	0.80167496	-0.72810787	1.0316916	2.1842856	1.6096528	0.35522255	2.1585202	2.338845	2.46284	1.636382	1.472916	
NM_024807	1.6581932	1.965765	1.2889297	0.23430544	2.020956	1.7063048	0.8514184	1.8128153	1.9023423	1.9292837	1.5563191	1.1023545	0.63171023	1.2310916	1.1676338	0.94170684	1.7091788	1.8642977	2.005656	1.342744	0.638497	1.7621961	1.6485428	1.2901354	1.1090914	1.4539438	1.7605035	1.2304435	0.85593814	1.399167	0.428826	1.1287738	0.7800965	0.99033135	1.2696381	2.087968	1.3484386	1.7618252	0.63307256	1.095415	2.9633117	0.56646496	0.9969569	0.3246328	1.2783312	0.96205455	1.0456246	1.8556184	0.43739113	2.2757375	1.1415138	1.0072014	0.54700667	0.81144464	1.7660776	0.7874476	1.33826	1.1396383	2.137608	1.0288597	0.4715743	1.2615131	0.27274552	0.67133176	1.1993287	1.8475049	1.2664766	1.2747823	0.7984969	1.3715857	1.3228723	2.149373	0.6753865	1.1607902	0.090874396	1.6693846	1.2888467	0.757906	0.45850578	1.1833879	0.51866597	NaN	0.9268135	1.1590838	2.1200438	-0.0069462433	0.8105432	0.9232572	0.56786203	0.92717415	1.8256378	0.8072275	0.69999796	1.0125036	0.4409356	2.2127163	0.08646965	0.5708823	1.2777083	1.5126282	-0.38340986	0.82874626	0.5565934	0.34837803	0.9200134	0.32563648	0.86257046	1.0329067	0.2513419	0.56936044	0.79647404	1.0235072	0.46480918	0.6586935	2.3350167	1.2907635	1.5569831	0.35631555	2.7383103	0.9073622	0.56000704	1.0957208	0.5781727	1.3315961	1.2877961	1.192223	2.3399608	0.511985	1.6815321	1.651129	1.1162308	1.1371199	0.7256812	1.4131548	1.3446699	1.566488	1.4089328	1.080785	2.182759	0.21537924	1.009065	1.4171168	1.2924662	2.2935364	1.886015	0.596041	1.2773883	1.4206221	1.1117487	1.1341425	0.6273042	1.3844316	0.82961243	0.7183608	1.532622	0.7284434	0.10721139	1.2653441	1.3175479	2.3039958	1.5180951	1.2831031	0.8991048	1.679751	0.92155844	1.681362	2.021784	NaN	1.0765101	2.7541232	1.6340388	1.8733883	0.49369162	1.2616857	1.682448	2.616839	2.5690546	2.0840595	0.74705034	
NM_003216	0.611264	0.71850103	0.6741847	0.38793167	1.3379767	0.51654947	0.7294095	0.70998776	0.3303485	0.7504809	0.38326502	0.9718578	1.1778088	0.9500958	0.9824125	0.88023585	0.9308039	0.1609767	1.1909335	1.0495373	0.72711015	1.0049994	0.5344799	0.6525232	0.9948699	0.53174025	0.6756794	0.79586977	0.94849473	1.0539869	0.61160195	0.63223016	0.46259263	0.39911658	0.12951843	0.8595994	0.78918624	1.5262223	0.4229159	1.0032443	0.85361373	0.37620148	0.38349545	0.40348908	0.995257	1.4715658	0.6535128	0.6501012	1.5755149	1.1364325	1.2087032	0.43524662	0.9731757	0.64994544	0.7822969	1.2581908	1.1758199	0.51442295	0.787005	0.5584576	0.50353295	1.2046148	1.3301882	0.38109717	0.50540257	0.6476948	0.5870892	1.1736693	0.90533096	1.02743	0.81079	1.0873089	0.77582246	0.90258783	0.23851967	1.5674249	0.8577329	0.6073487	1.4967214	0.38777837	1.0459319	1.41424	0.47797036	1.6831506	1.1862503	0.7347547	0.4841315	0.7288366	1.2501441	0.908257	0.7738745	0.44829282	1.6446022	0.7280555	0.4960626	0.9121744	1.1674517	1.3036388	0.9123755	0.72205234	1.4098421	0.7984242	1.1092039	1.1441439	2.357179	0.9269166	1.2274458	1.4177473	1.0208728	1.1275725	1.518223	0.574673	0.67882943	1.7821922	1.0839477	0.772034	1.5428901	0.5703514	0.89235634	1.130879	0.67137647	1.6387523	1.2660695	0.57405156	1.8239605	1.8504909	0.8365931	1.2698243	0.4341169	0.99655104	0.7576837	2.2915308	0.53695625	1.1499187	0.68050313	1.4749717	0.89558595	1.0552601	2.6183283	0.45037943	0.7557121	1.6434569	1.0168195	1.0293047	1.6601713	0.71454275	0.7883033	0.98717874	0.8954248	0.48904288	0.7639569	0.6808796	0.5561437	0.61893433	1.1052787	0.54872376	1.0904363	0.6314662	0.9875908	0.60138345	1.4096047	0.9956581	0.7922313	0.60469395	0.5555835	3.1842482	0.80034167	1.0586543	2.421198	0.7540387	0.78962004	0.6801353	0.810487	0.55898917	0.6047491	1.2669299	1.1736734	0.18953162	2.2089539	
NM_030568	0.39274886	0.69286525	-0.19562335	0.36100388	0.6612941	0.5273147	0.6466519	0.8118629	0.32227242	0.78014934	0.3868686	0.50576	0.5590493	0.27281806	0.7017268	0.7002645	0.55722064	0.5260001	0.37825692	0.16599481	0.029041274	0.44950724	0.2318955	-0.23451012	0.7993306	0.6640571	0.7002722	0.23058988	0.39171118	-0.35159728	0.48412937	0.18786877	0.6931438	0.88388354	0.18987818	0.54592955	0.3227192	0.6502301	0.42825207	-0.3994488	0.1812948	0.5827734	0.77547807	0.3648014	0.42753968	0.9016477	0.6600408	0.40715808	0.5156165	0.3263755	0.1276726	0.65588534	0.19424333	-0.96621025	-0.015776811	0.20387289	0.6289303	1.0521544	0.5263301	-0.13945144	0.21287802	0.17964785	0.4379192	-0.18982865	0.2132308	0.25823146	0.27295792	0.6877201	0.55548847	0.7944241	1.2284131	0.6771747	0.20232366	0.40633732	1.2330377	0.5558755	0.19354011	0.5003259	0.7941724	0.63464564	0.42691422	0.49329433	0.32589975	0.2485874	0.7140653	1.2580078	0.5313091	1.0292214	0.7532561	0.02803166	0.9479768	0.23247704	0.72793764	0.95556843	0.741119	0.4457791	0.36979756	0.055524923	0.18319374	0.19972216	-0.20301071	0.049753446	0.55894625	-0.254348	0.5084884	0.14764473	-0.38411966	1.0616076	0.61694574	0.43588382	1.1222086	0.18383247	0.38511652	0.6034248	0.48269436	0.88052607	0.10200386	0.26207557	0.83164686	0.6968295	0.2531281	0.3612331	0.5085093	1.0367122	0.6259722	1.0231891	-0.4844763	0.7397596	1.0575887	0.34018695	0.855485	0.21956414	0.50411385	0.875892	0.7213882	0.7968754	0.0020055622	0.17367837	1.083232	0.39187762	0.5075042	0.51849955	0.23583104	0.9084892	1.0076039	0.4789979	0.2727945	0.50140226	0.33631855	0.5434081	0.011261296	0.32872123	-0.096794665	0.10901489	0.29143414	0.2293174	-0.0667139	1.0700407	0.4589953	0.56480235	0.5812463	0.4625623	0.9462122	0.39731082	0.50136924	2.710236	0.60359764	1.9960883	1.192234	1.594961	0.29414088	0.57590616	0.6872367	0.74732244	1.3848416	1.005294	0.7096784	0.94763064	0.932059	
