qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
490	Aberystwyth University		27.70	30.3	12.1	38.1	65.1	57.4	0.9	22.7		13.2	11.9	17.2
490	Universidad de Sevilla		27.70	28.2	10.1	16.4	32	18.2	45.7	11.4	13.2	12.1	10.1	13.8
492	Indian Institute of Technology Kanpur (IITK)		27.50	36.8	37.3	40.8			2.3	8	31	12.8	16.3	9.4
493	Bangor University		27.30	24.8	9.5	47.7	72.6	50.1	1.3	10.4	7.2	19.4	11.6	4.6
493	Kyungpook National University		27.30	16.2	19.5	20.2	20.8	13.7	63		9.8	9.6	7.9	4.3
495	National Yang Ming University		27.20	12.4		99.8	19.7	12.3	1.3		5.5	7.3	6.7	
495	University of Hull		27.20	7.6		33.3	77.8	54.3	52					
495	Pontificia Universidad Católica del Perú		27.20	18.8	59	61.2		16.5	1.3	7.8	10.3		12.4	8.2
495	ESCP Europe		27.20	14.3	79.3	16	95.5	100	0.8		8.3			17.4
499	National Chung Hsing University		27.10	11.1	53.2	28.3	13.2	11.5	50.1		6.3		8.5	
499	Universidad de Zaragoza		27.10	24.2	3.7	20.5	17.4	14.5	54.3	17.8	9.5	6.3	9.3	9
501	Università  Cattolica del Sacro Cuore		26.70	22.9	25.4	22.9	32.7	18.6	37	21.7	6		7.3	13.8
502	The Open University		26.40	42.6	26.2	18.7	37.1	10.6	0.8	30	8.2	14.2	13.2	22.7
502	Airlangga University		26.40	15.4	29.9	76.1	15.2	12.1	1.3		5.9	10.8		12.4
504	Kyung Hee University		26.20	17	8.8	35.6	29.5	42.2	36.9	7.8	7.8	9.6	8.5	
505	Ritsumeikan University		26.10	23.7	46.9	13.7	41.5	19.5	28.3	12.6	9.9	7.3	9.1	11.9
506	Politecnico di Torino		25.80	30.4	51.3	17.7	18	26.2	11.4	11.9	25.7	7	12.1	8.5
507	Universidade Estadual Paulista Júlio de Mesquita Filho		25.40	19.2	17.4	47.5	16.4	12.2	22.8		11.3	13.6	9.4	5.5
508	Inha University		25.00	11.2	18.1	23.9	27.8	17.5	56.2		10		5.2	
508	University of Bari		25.00	20.8		13.7	19.3	14.7	58.8	8.8	5.7	7.9	11.3	10.2
508	Cairo University		25.00	44.3	34.6	8.4	13.2	13.9	1.5	19.5	19	17	17.4	18.5
511	Eötvös Loránd University		24.90	30.9	24.3	33.8	30.4	22.9	1.4	16.1	9	7	23.1	11
512	Chonnam National University		24.80	18.7		15.3	36.1	12.5	56.8	7.8	7.3	11.6	6.7	5
512	Chonnam National University		24.80	7.8	7.3	11.6	6.7	5	18.7		56.8	15.3	36.1	12.5
513	University of Bucharest		24.70	26	43	15.6	17.6	31.1	19.8	11.6	13.6	7	14.9	8.8
514	Fu Jen Catholic University		24.50	15.2	18.6	64.6	31.9	21.5	3	16	3.9			8.6
515	Saitama University		24.30	14.8		26.7	21.7	23.9	51.7		11	9	7.4	
515	Catania University		24.30	17.5	4.7	13.2	17.7	23.8	58.5	6.2	12.6		8.7	7.8
515	Chungnam National University		24.30	17.2	7.7	17	19.7	15.2	55.4	7.8	5.5	7.3	8.8	5
518	Brno University of Technology		24.20	27.9	38.1	23	22.6	34.7	6.8	15.4	14	12.1	11.4	7
519	De La Salle University		23.90	19.8	83.6	21.3	15.6	28.4	3.7	11.2	11.3		4.8	14.1
520	Czech Technical University In Prague		23.80	16.4	39.8	37.9	19	40.8	11.2		12.2	10.6	9.2	
521	Aoyama Gakuin University		23.50	21.3	38.3	33.3	24.1	12.7	10.9	13.7	5.9	7.3	5.2	13
522	Université de Caen Basse-Normandie		23.40	15.9	7.7	27.7	45.2	49.7	27.9	10.8	7.9		7.6	4.3
522	National Chengchi University		23.40	24	59.2	20.7	26.5	17	6	11.4	7.4	7.9	5.2	19.5
524	University of Murcia		22.60	17.6		18	19.1	17	48.8	11.7	9.3		7.4	7
525	National Taiwan Normal University		22.50	16.6		42.9	14.5	13.5	27.4	8	3.9	7.3	8.6	5
525	Prince of Songkla University		22.50	23.3	37.1	25	23.8	10.5	11.7	7.8	8.8	15.6	10.2	7.5
527	University of Dhaka		22.40	39.7	6.1	16.5	13.9	10.8	5.3	13.6	16.5	18.3	18.9	15.6
528	Sharif University of Technology		22.30	16.8	13.3	21.8		11.1	44.5		17.2	7.3	8.8	
528	Kazan Federal University		22.30	24	18	30.6	14.3	15	14.8	14.1	8.2	7	16.5	5.5
530	Universidad Iberoamericana (UIA)		22.20	8	8.9	6.3	7.2	15.9	21.8	68	5.2		34.5	15.4
530	Universidad Iberoamericana (UIA)		22.20	21.8	68	13.7	34.5	15.4	5.2	8	8.9	6.3	7.2	15.9
531	Khon Kaen University		21.80	17.5	30.2	39.9	16.5	11.5	10.2			17.2	10.9	7.1
532	Université Montpellier 1		21.70	19.9		12.3	45.3	48.8	31		7.9	18.7	7.1	7.8
533	Université Toulouse 1, Capitole		21.50	30	20.6	9.2	16.6	83.8	1		11.6	11.4	10.9	30.5
534	Indian Institute of Technology Kharagpur (IITKGP)		20.90	42.3	26.4					8	33.7	8.9	24.7	12.5
535	University of Santo Tomas		20.80	19.3	79.6	15.5	12.3	14	1.7	15.5	5.5		7.8	11.2
536	University of Ibadan		20.60	22.3		33.4	13.9	11.5	17	8	8.7	10.6	8.6	11.5
536	University of Ibadan		20.60	8	8.7	10.6	8.6	11.5	22.3		17		13.9	11.5
537	Université de Lorraine		20.30	23.1		8.5	45.3	66.6	16.9	6.2	12.1	7	17.8	6.3
538	Universidad Politecnica de Valencia		20.20	20.4	31.1	23.4	32.1	33.5	2.8	11.7	15.1		9.8	6.3
539	University of Tehran		19.80	40.6	22					15.5	21.5	10.8	17.5	19.4
540	Université Jean Moulin Lyon 3		19.40	20.1	7.7	7.6	97.9	73.6	0.9	14.1		10.3	3.5	14.1
541	Université Lille 2 Droit et Santé		19.30	15.5		12.5	30.6	41.6	33.1		6.2	10.6		12.8
542	Université Lumière Lyon 2		19.20	18.3	9.8	10	89.6	67.9	3.4	16.1	3.9		5	12.3
543	Université Toulouse II, Le Mirail		19.00	17.1	30	10.5	45.2	70	4.9	16.2	3.9		3.5	10.5
544	Doshisha University		18.10	23.3	46	8.9	23.7	14.6	0.8	18.4	7.9	7.3	9	7.1
545	Bogor Agricultural University		17.60	10.4	14	51	13.7	11.4	1.6				5.2	7
545	Université Pierre Mendès France - Grenoble 2		17.60	13.3	20.3	12.6	51.2	77.6	4.9		6.7		8	7.8
547	University of Colombo		17.50	27.2		10.5	13.5	10.8	14.8	13.6	12.1	10.3	11.7	10.7
548	Fundação Getulio Vargas		17.20	26	55.4						10.6	12.7	9.3	23.3
548	Université Stendhal Grenoble 3		17.20	14.5	8.5	20.6	45.3	68.6	2.3	10.1	5.7		4.1	6.6
550	Universidad Adolfo Ibà¡ñez		17.00	16.4	37.3	20	26.5	17.5	0.9		8	7.9	4.8	11.5
551	Universidad de Santiago de Chile - USACH		16.80	28.5	40.6					13.8	13.4	12	13.4	8.6
552	Ewha Womans University		16.40	19.7	19.5	21.8	22.7	11.8	0.9	13.8	3.9	7.3	7.1	9
553	Diponegoro University		15.40	17.9	14	25.9	12.5	10.8	1		9.4	10.8	8	8.1
554	Indian Institute of Technology Guwahati (IITG)		15.20	31.8	12.2					8	25.5	8.1	11.6	14.7
555	Université Charles-de-Gaulle Lille 3		15.00	18.2	17.2	11.4	45.3	19.2	1.1	12.9	6.2	9.9		8.1
556	Lodz University		14.50	21.9	39.2			11.5		18.8	10.3		11.2	6.3
557	Masaryk University		14.20	7.6	5.6	19.1			32.6					
558	Université Paris Ouest Nanterre La Défense		14.10	31	4.7					24.7	6.9	6.3	6.8	21.6
559	University of Karachi		13.80	26	21.8					11.2	7.8	14.1	12.2	10.5
559	Cukurova University		13.80	14.1		30.5	14.8	10.7	3		8.7	10.1	6.3	
561	Université Nancy 2		12.60	11.5		11.3	45.1	62.1	0.9	8.4			3.5	4.6
562	Université Panthéon-Assas (Paris 2)		12.10	19.8	30					13.6	3.9	6.3		17.5
563	Université Paul-Valéry Montpellier 3		10.50	12.5		14.3	45.4		0.8	14.3				5.5
564	Quaid-i-azam University		10.40	23.1						7.8	7.1	12.2	13.3	9
565	Fundação Dom Cabral		7.00	12.3	9.9					8	5.6			5.5										
