Systematic Name	Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
236191	2.06	1.01	1.19
236117	2.67	1.09	2.06
102841	1.94	1.05	1.21
107645	2.03	0.93	1.43
132198	1.73	0.99	1.33
204511	1.18	0.74	1.25
706951	0.48	0.72	0.83
179466	1.78	1.02	1.46
193615	0.87	1.11	1.23
221668	1.45	0.97	1.74
114812	1.18	1.25	1.38
171021	1.42	0.97	1.26
134842	2.19	1.06	1.71
217282	1.36	0.97	2.03
159800	1.46	0.92	1.03
149133	0.91	0.86	1.25
174692	1.37	1.13	1.23
179150	1.62	1	1.58
105718	1.75	0.84	1.34
211713	0.46	0.94	0.75
170191	0.69	0.96	0.56
102525	2.37	1.01	1.53
182455	2.81	1.12	2.72
115648	1.48	1.01	0.93
116682	1.11	0.97	1.19
170907	1.48	1.03	1.41
191970	1.78	1.2	1.48
180792	2.26	1.08	1.82
145796	1.81	0.87	2.33
220534	0.53	0.85	0.64
188455	1.56	0.99	2.48
189070	1.69	0.9	1.19
171643	1.88	1.02	2.53
214614	1.73	1.03	1.5
120013	1.79	1.12	1.65
141469	1.45	1.09	1.64
107897	1.52	1.01	1.03
100384	0.69	0.98	0.93
130712	0.55	0.93	0.6
167463	1.59	0.98	1.3
214204	1.56	0.99	1.98
183747	1.44	1.03	1.11
142678	1.52	0.95	1.5
159501	1.95	1.01	1.37
159195	1.62	1.07	1.81
215697	1.98	0.99	1.44
106901	3	1.16	1.31
102415	2.25	1.1	2.58
207896	1.21	0.97	0.95
146229	2.5	1.08	1.65
105288	1.52	1.02	1.48
137165	2.45	1.3	1.8
104731	1.88	1.08	1.46
236789	1.7	0.99	1.9
145154	1.94	1.01	1.51
211513	1.6	0.86	1.72
107810	0.9	0.77	0.63
120981	1.2	1.13	1.59
212648	1.45	0.9	0.97
191839	1.57	1.02	1.72
160697	1.52	1.1	1.53
235797	2.15	0.95	1.63
125201	2.18	1.11	1.71
137680	1.5	0.92	1.06
179607	1.75	0.93	1.54
169947	1.26	0.93	1.13
126814	1.87	1.01	1.97
126779	2.21	1.03	1.6
213105	2.9	1	2.94
209738	1.15	1.02	3.5
202593	2.87	1.18	2.46
208761	1.49	0.99	1.64
137860	1.48	1.01	1.08
102503	1.23	0.95	1.06
134099	1.44	0.87	1.56
162651	1.93	0.96	1.82
183486	1.48	1.03	1.67
105598	2.31	1.51	2.87
177753	1.1	0.95	1.21
205498	1.25	1.06	1.01
109347	2.53	1.02	1.79
187621	1.78	1.06	1.33
178384	2.11	0.89	4.1
138185	0.51	1	0.76
181269	2.48	1.07	1.74
179855	2.66	1.02	2.17
195562	1.92	1.14	1.96
200796	1.73	0.95	1.45
153072	2.25	0.95	1.03
145312	1.49	1.07	2.06
158191	2.16	1.09	1.82
174774	1.23	0.91	0.93
199389	1.51	1.13	2.25
142269	1.41	0.98	0.7
234719	2.11	1	2.7
101213	1.04	1	1.07
117986	1.82	0.99	1.45
228381	1.06	0.98	1.98
233174	1.94	1.04	1.83
229228	2.35	0.93	1.44
105463	1.89	1.11	1.88
236006	1.84	1.1	1.7
183511	1.32	1.05	1.92
134305	1.91	1.08	2.64
201829	1.7	1.02	0.97
112908	1.92	0.99	1.23
189793	1.23	1.02	1.44
116731	1.32	0.97	1.07
126099	0.41	1.12	1.41
214987	1.51	0.96	1.14
194597	1.39	1.02	1.15
146593	0.69	0.97	1.07
107436	1.24	1.1	1.29
234801	0.62	1.03	0.92
172069	0.7	0.83	1.24
175899	1.79	1.03	1.11
208695	0.85	0.94	0.91
120734	2.08	1.09	1.63
124784	1.44	0.81	1.43
173555	1.66	1.04	1.86
102267	1.37	1.06	1.07
228567	1.62	0.94	1.51
183246	1.68	1.03	1.76
159938	1.47	1.02	1.13
160701	1.61	1.08	1.34
209537	2.17	1.13	1.59
175938	2.48	0.95	1.4
220398	1.89	0.99	2.04
144084	1.73	0.86	1.41
182096	0.81	0.89	1.02
106376	0.89	1.01	0.97
170087	1.8	0.81	1.46
142747	2.02	1	1.06
107652	1.85	1	1.16
107565	1.45	0.94	1.14
103625	1.72	1.07	1.33
133953	1.49	1.03	1.49
134376	1.99	1	1.86
163165	1.02	1	0.93
191668	2.53	1.01	1.5
178526	2.17	0.93	2.11
212112	1.89	1.06	3.06
146110	1.72	0.99	1.65
215678	0.75	1.04	1.01
180941	1.92	0.98	1.69
149820	2.24	0.93	1.22
184005	1.9	1.06	1.98
129116	0.92	0.98	1.22
188718	1.06	0.95	1.56
160068	1.42	1.04	1.43
213615	1.8	0.99	1.18
160329	2.43	1.19	2.91
102731	1.59	0.87	1.66
220101	1.59	1	1.2
187762	1.76	1.05	1.52
182832	1.44	1.08	1.18
144842	2.48	1.04	2.67
139901	1.25	1.12	1.52
168915	1.59	0.99	1.64
230760	1.61	1.07	1.58
213585	2.04	0.93	2.43
201206	1.91	1.05	1.66
166377	1.67	0.87	2.14
233016	1.85	1.08	1.56
139628	0.83	0.96	1.17
112383	2.76	1.08	1.32
157279	2.09	1.1	1.92
226560	1.65	0.78	1.7
189502	1.68	1.04	1.52
235834	1.91	1.05	1.56
126594	1.13	1.11	1.36
714012	1.37	0.94	1.5
181512	1.96	1.05	0.51
183548	1.04	0.89	0.96
210097	1.31	0.96	1.34
158523	1.48	1	1.68
181644	2.23	1.03	2.42
179573	2.08	0.93	1.43
136952	0.67	0.93	0.93
128824	1.83	0.93	1.38
131694	1.26	1.05	1.37
184452	1.46	1.02	1.11
143127	1.85	1	1.98
165608	0.86	0.98	1.32
121094	1.72	0.99	1.33
131169	1.65	0.96	1.56
136420	2.1	1.02	1.92
134357	0.72	1.04	1.07
230135	1.78	0.96	1.5
234540	1.44	1.02	1.32
138702	1.83	1.02	1.57
695829	1.35	1.03	1.18
120645	2.27	0.98	1.66
170669	1.9	1.13	2.17
203011	1.58	0.84	1.62
211734	1.5	0.81	1.11
151695	1.43	0.91	1.46
120405	1.89	1.02	1.57
236901	1.88	1.04	1.31
113335	2.02	1.07	1.36
113266	2.11	1.1	1.73
215017	1.73	0.94	1.32
102063	1.28	0.96	1.49
190571	2.12	1.15	1.7
10480018	2.04	1.03	1.54
216855	1.14	1.02	1.36
201232	1.63	1	1.76
102355	1.68	1.03	2.38
179908	1.5	0.81	1.6
176416	1.26	1.05	1.07
486948	1.32	0.68	1.23
183023	1.67	1.02	1.37
224496	1.53	0.85	2.05
140797	1.23	0.91	1.18
200482	1.06	1.01	1.1
180879	1.51	1.16	1.31
125707	1.9	1.13	2.15
118845	1.43	0.98	1.33
148927	1.51	0.99	1.37
145093	1.31	1.07	1.45
148634	1.05	0.99	1.48
172896	1.91	1.02	1.28
164817	1.4	0.99	1.01
207463	1.67	1.06	1.19
697779	1.1	0.97	1.22
505709	2.22	1	1.83
167358	1.63	1.04	0.99
104483	1.86	0.99	1.23
205529	1.71	1.03	1.12
235026	2.8	1.16	2.91
236892	1.38	0.98	1.34
232845	1.36	1.01	1.3
202862	0.88	0.92	0.97
251578	2.88	1.09	2.2
109450	1.7	0.97	1.34
124506	1.06	0.97	1.28
205832	1.33	0.97	1.08
132592	1.2	0.96	0.98
714050	0.78	0.83	0.51
150916	2.29	1.08	1.99
207298	0.5	0.79	2.36
183204	1.24	1.02	1.17
111587	1.54	1.2	1.02
111019	1.12	0.94	0.96
166058	1.74	1.05	1.36
221562	1.88	1.09	1.85
176992	1.73	0.84	1.37
236153	1.38	1.04	1.51
132679	1.85	1.01	1.33
149984	0.94	1	1.3
236327	1.12	0.9	1.03
183211	0.9	1.27	1.43
173256	1.77	0.9	0.93
144049	1.2	1.06	1.58
137488	1.12	0.88	1.2
134886	1.55	1.04	1.43
136543	2.7	1.09	2.37
183045	3.03	0.9	2.61
166990	1.63	0.97	1.26
151474	1.46	1.06	1.09
134821	1.31	0.94	1.45
146289	1.17	0.95	1.88
105056	2.25	1.1	2.07
171258	1.87	1.11	1.38
225127	1.47	1.1	2.16
130772	2.24	0.99	1.47
138794	0.65	0.97	0.58
178677	1.4	1.1	1.35
150254	1.28	0.95	0.94
218581	2.53	0.95	1.43
137843	1.36	1.02	1.92
235382	1.52	1.05	1.25
104237	1.41	0.95	1.63
144166	1.22	1.08	1.37
118764	2.02	1.02	1.28
127051	1.66	0.96	1.69
109542	2.54	1.06	5.66
189438	1.51	1.01	0.92
188782	1.53	0.96	1.69
196002	1.49	1.06	1.99
230021	2.27	1.01	1.8
215393	1.53	1.03	1.3
188846	0.72	0.8	0.86
216786	1.73	0.99	1.32
182212	1.75	0.94	2.25
467477	1.32	1.09	1.17
215115	1.91	0.94	1.26
169278	1.32	0.97	0.95
104750	1.51	0.97	1.81
124154	1.66	0.94	1.2
110802	2.51	1.08	1.87
105383	2.48	1.26	2.13
180932	1.63	1.14	1.76
229298	1.61	1.13	1.75
223086	1.11	0.93	0.75
123515	0.84	1.04	1.04
204784	1.56	1.11	1.61
110990	1.22	1.12	1.26
180407	2.13	1.1	2.37
169807	1.66	0.85	1.46
207068	1.39	1.04	1.14
111179	1.22	0.84	1.35
122540	1.52	1.05	1.19
233560	1.78	0.99	1.47
143773	1.17	0.97	1.19
132261	2.05	0.88	1.59
122124	1.87	0.98	1.49
109147	1.9	1.03	1.24
108419	1.57	1.07	1.23
187195	1.2	0.85	1.37
197538	0.92	0.93	2.1
235516	1.66	0.96	1.22
232157	0.9	0.89	1.18
121285	1.29	1.01	1.01
128196	2.24	0.92	1.85
160779	1.16	1.09	2.44
106979	1.89	1	1.75
147011	1.42	1	1.32
124706	0.82	0.97	1.1
173120	1.85	1.16	1.9
189240	1.52	1.01	1.04
202075	1.2	1.06	1.16
228678	1.66	0.93	1.79
232972	1.93	0.9	2.07
180868	0.07	0.71	0.26
175688	0.87	0.92	0.86
144168	1.13	0.94	2.63
148733	1.7	0.9	1.73
175254	1.5	1.13	2.15
220413	1.93	0.92	1.62
221404	0.68	0.96	0.59
129819	1.39	1.03	1.29
112126	1.45	0.97	0.99
209671	2.2	1.12	2.01
235581	1.41	1.04	1.29
142525	2.18	0.96	1.71
103225	1.72	0.85	1.19
129445	1.63	0.98	2.17
188936	2.16	1.02	1.27
203190	2.21	1.01	1.46
223777	1.29	1.05	1.12
236177	1.81	1.02	1.43
141280	2.25	1.15	1.36
108849	1.87	0.93	1.62
113421	2.09	1.12	2.34
110972	1.74	1.04	1.46
234476	2.46	1.09	2.21
140552	1.57	1.02	1.82
179460	0.86	1.05	1.03
225147	2.26	0.89	1.5
204083	1.73	1.05	2.07
101255	1.59	0.99	1.76
104196	1.78	1.01	1.58
177198	1.92	1.05	1.73
215830	1.19	0.98	1.43
119103	1.44	1.08	1.61
230936	0.73	0.9	0.86
235159	1.13	0.97	1.56
181758	1.89	1.12	2.23
207716	2.89	1.05	1.36
226027	1.57	0.98	1.16
171075	1.19	0.98	0.9
185698	1.59	0.94	1.36
222573	2.02	0.97	2.57
190550	2.72	1.01	3.87
194412	1.52	0.9	1.11
295023	1.24	0.87	1.2
199861	1.82	0.96	1.3
148722	1.97	1.01	1.56
146560	1.08	1.02	0.96
176626	2.14	0.99	1.32
133209	1.27	0.96	1.79
124360	1.96	1.21	1.77
183478	1.99	0.98	1.53
165595	1.97	1.01	1.41
225503	1.9	1.17	1.49
171892	1.76	0.98	1.15
205672	1.79	0.99	1.09
174682	2.32	0.97	1.53
173532	0.99	0.98	1.42
301957	1.27	0.84	1.24
102218	3.15	0.93	1.76
231860	2.62	1.01	1.87
166549	1.33	1.03	1.6
122914	1.88	1.05	1.2
198099	2.33	1.07	1.75
145778	1.05	0.97	1
215842	1.45	0.96	1.29
123804	2.02	1.02	1.88
105689	1.46	0.92	1.17
282043	1.78	1.08	1.42
168589	1.93	1.01	1.69
141298	1.57	1	1.47
187070	1.55	1.06	1.24
190170	1.17	1.07	0.98
193324	1.58	0.94	1.25
236011	1.06	1.01	1.33
196171	1.14	0.98	1.46
148242	2.46	0.88	1.79
165786	0.94	0.98	0.99
132022	2.11	0.94	2
226923	1.35	1.02	1.33
203836	2.03	1.24	1.59
119392	1.28	0.97	1.14
114119	1.22	0.88	1.04
232958	1.67	0.98	1.22
211856	1.65	1.04	1.54
228112	0.52	0.57	0.23
100460	1.45	1.01	1.55
117972	2.47	0.93	1.6
112066	1.73	0.98	1.03
162427	0.33	0.72	0.87
224678	1.01	0.96	1.13
213833	1.56	0.94	1.49
212027	1.3	0.9	1.08
188686	1.6	1.06	1.23
101065	1.53	1.05	1.57
236811	1.97	1.03	1.47
174680	1.27	0.87	1.38
190504	1.32	0.94	1.5
176040	1.69	1.04	1.36
234975	2.54	1.04	1.85
213472	0.87	1.19	1.06
202170	2.19	0.91	1.52
209528	1.75	1.09	1.56
105602	1.29	1.03	1.19
179610	2.24	1.05	1.44
179534	1.87	0.78	1.59
129651	2.28	1.06	1.52
182538	0.64	0.9	0.96
223192	1.05	0.92	1.15
119116	1.24	1.05	1.61
128529	1.92	1.04	1.72
105984	0.99	1.02	0.8
137555	1.48	0.86	1.29
179841	2.12	1.02	2.37
222587	1.5	1.02	1.62
204028	1.34	0.98	1.77
105924	1.97	0.99	2.54
117004	0.59	0.7	1.34
715421	2.6	0.93	1.88
141351	1.88	1.17	1.22
162448	1.21	1.15	1.52
191268	1.73	0.96	1.09
138869	1.66	0.89	1.22
236885	2.02	1.04	1.48
111318	2.22	1.06	1.85
100313	1.73	1.01	1.66
155778	1.08	1.13	1.91
206682	1.66	1.02	1.44
159381	0.67	1	0.9
148686	1.54	0.93	1
135943	2.54	1	1.61
200176	3.09	1.05	1.55
206951	2.38	1	1.37
193676	1.93	0.8	2.15
200004	1.72	0.84	3.91
138517	1.18	0.89	1.05
196105	1.67	1.03	1.55
124177	2.37	1.14	2.35
159842	1.03	0.94	0.97
166536	1.43	1	1.28
101441	2.71	1.06	1.35
188164	1.36	1.06	1.77
166271	1.48	0.98	1.42
147158	2.13	1.03	1.47
224543	0.78	0.96	0.79
201271	1.17	0.83	1.11
215448	0.45	0.87	0.41
128473	1.07	0.92	1.09
194563	1.71	1.17	1.17
141768	1.57	1.05	1.2
206384	3.19	1.18	2.74
161595	1.25	0.99	1.4
149504	2.2	0.97	1.4
637621	0.77	0.88	0.85
127182	2.82	0.99	1.92
505240	1.59	1.03	1.71
203098	1.42	1	1.37
150018	1.81	1.08	1.4
174637	2.02	1.07	1.52
138851	1.48	0.97	1.42
175133	2.14	0.86	1.93
146600	2.22	0.99	1.74
209483	1.56	1	2.31
179797	1.42	0.89	1.46
102244	1.9	0.87	1.68
132736	2.41	1.02	2.48
102910	1.26	0.86	1.25
155598	1.09	1.06	1.42
152498	1.63	1	1.21
234518	2.43	1.05	1.49
157859	1.79	1.01	1.47
171165	1.43	0.91	1.58
232195	1.12	1.09	1.54
169646	1.23	0.87	1.32
144221	1.45	0.86	1.64
179608	1.73	0.97	1.89
164309	2.31	0.91	1.78
181754	1.28	0.98	1.56
235139	2.5	1.05	2
135510	2.39	1.15	1.37
210059	2.03	1.03	1.38
208732	2.96	1.07	2.54
230810	1.49	0.91	3.4
204383	2.37	1.02	1.65
212787	2.68	0.89	1.28
142364	1.34	0.94	1.24
231673	2.99	1.08	2.56
102565	1.33	0.97	1.37
264394	1.98	0.87	1.72
119268	1.9	0.96	1.32
217182	1.15	1.03	1.34
180432	0.88	1.13	0.6
162251	2.31	0.96	1.43
133906	1.77	0.94	2.06
181676	1.8	0.97	2.2
169082	1.98	1.07	1.86
173909	1.29	0.81	1.26
125972	1.86	1.01	1.79
117439	1.51	1	1.7
147171	1.74	0.97	1.49
616050	0.64	0.97	1.36
122376	1.79	0.98	0.99
197185	4.14	1.2	1.67
112237	1.43	1.03	0.99
231084	2.01	0.97	1.28
169945	2.63	0.95	1.77
200143	2.24	1	1.8
121323	1.72	1.09	1.86
210479	0.66	0.97	1.1
144701	2.13	1.07	1.99
194644	1.5	0.99	1.36
204620	1.81	0.92	1.53
171070	1.18	0.77	1.37
124817	1.73	0.99	1.17
215646	1.88	0.83	2.21
236939	2.39	1.12	1.93
115147	1.22	0.81	4.47
236531	1.67	0.91	0.99
118724	1.04	0.89	1.14
225356	1.21	0.94	1.01
170281	1.17	1.01	0.83
233645	1.03	0.97	0.58
424300	1.6	0.96	1.21
220107	0.96	0.94	0.74
143103	1.78	0.99	1.52
234918	2.4	1.05	1.8
175715	2.08	1.07	1.11
102826	0.75	0.9	0.75
155205	0.69	0.99	0.94
139862	2.25	0.97	3.16
117141	1.21	0.99	0.89
116735	0.78	0.9	0.48
150387	0.75	0.92	0.96
156192	1.61	0.94	1.2
174714	1.14	1.01	1.01
221217	0.6	0.68	0.56
106552	1.28	1.03	1.14
236701	1.22	0.86	0.81
177334	1.87	1.07	1.31
227911	2.38	0.94	2.18
123100	1.65	1.02	2.29
182550	1.46	0.85	1.54
209540	4.52	1.2	4.51
236383	1.5	0.94	1.31
226390	0.98	1	1.51
113380	1.89	1.01	1.42
234867	1.94	1.11	1.27
231862	0.44	0.88	0.48
152384	1.12	1.13	1.46
145069	1.23	1.05	1.32
134877	1.67	0.99	1.17
127443	1.94	1	1.44
111826	2.67	1	1.73
142290	2.28	0.98	1.33
150708	0.99	1	0.79
178995	1.85	1.14	1.72
206232	2.25	0.91	1.09
155248	1.79	0.94	1.66
234848	1.53	0.95	1.06
203398	1.53	0.96	1.11
103720	1.94	0.93	2.1
149466	1.83	1.02	1.44
145163	1.85	1.04	2.47
170179	2.02	0.99	1.41
223550	1.73	1.03	1.24
130163	1.32	1.09	0.97
138013	1.4	1.09	1.39
119820	1.02	1.02	1.05
134065	1.73	1.04	1.4
166688	0.93	0.99	0.86
179243	2.09	0.98	1.69
110243	0.95	1.03	1.58
188689	1.75	0.96	1.59
209501	1.71	1.01	2.02
102997	1.01	0.99	1.02
236371	2.22	1.12	1.46
100664	1.74	1.06	1.51
208324	1.92	1.02	1.66
219942	1.23	1.05	0.9
148925	1.3	0.96	1.57
121156	1.71	1.02	1.1
132240	0.99	0.95	1.01
196827	1.41	1.03	1.21
210869	1.82	0.9	1.43
691124	1.38	0.89	1.2
187625	2.31	1.15	3.11
114206	1.57	1.04	1.72
132033	2.5	0.96	1.67
236670	1.83	0.94	1.36
203036	2.67	0.98	1.84
195683	1.66	0.81	1.97
217268	1.89	1.09	1.93
235954	1.97	0.96	1.66
216284	1.72	1.06	1.22
151476	2.06	0.95	1.53
140133	1.09	1.09	0.77
235354	2.54	1.08	1.99
130493	1.2	0.99	1.34
200201	2.71	0.98	1.17
162891	1.41	1.03	1.03
117582	1.69	0.97	1.11
159658	1.57	1	1.19
110932	1.02	0.85	1.14
152640	1.33	1.04	2.14
210816	1.77	0.99	1.03
101058	1.58	1.09	1.73
104059	1.73	1.11	2.01
176280	1.21	0.92	1.31
219351	2.7	1.07	2.62
236164	1.68	1.1	1.34
202139	0.76	1	0.94
182997	1.43	0.94	1.52
182363	1.81	0.88	1.91
194386	1.87	0.95	1.21
133732	1.58	1.04	1.43
177865	2.36	0.97	1.74
103465	1.48	1	1.15
109444	2.21	1.06	2.19
121803	1.32	1.03	1.43
200588	1.32	0.84	1.33
158196	1.68	1.07	1.34
110507	1.63	0.94	1.39
140385	2.41	0.94	1.06
108187	1.25	0.97	0.95
199399	1.34	0.99	1.34
144177	2.19	1.09	2.09
161818	1.4	0.99	1.25
125096	0.65	0.82	0.66
177613	1.91	0.94	1.25
179932	1.22	1.02	1.3
207673	1.55	1	1.52
116530	1.13	0.95	1.18
236152	1.46	1.02	1.3
120786	0.64	0.95	0.71
693445	0.56	0.85	0.73
167035	1.37	0.94	1.26
214056	2.22	0.85	1.38
228935	0.95	0.97	1.34
143538	2.16	1.08	1.98
200572	1.13	0.8	1.14
169352	1.65	1.08	1.6
713362	2.2	1.05	2.67
186251	2.5	0.92	1.93
230454	1.14	1.07	2.05
173450	1.96	1.01	1.78
232145	1.66	0.94	2.29
218546	3.07	0.97	0.83
236001	1.09	0.99	1.4
122271	1.16	1.04	0.82
100340	1.49	0.91	1.59
114868	1.52	1.03	1.37
117693	1.42	0.79	1.06
204337	2.28	0.99	1.98
205419	1.79	0.93	1.6
116254	2.07	1.05	1.27
224290	1.29	1.09	1.22
192382	0.9	0.91	1.04
170410	2.48	1.03	1.9
100892	0.94	1.04	1.2
198811	1.02	0.97	0.84
195671	1.52	0.93	1.33
132642	0.94	0.99	1.18
150611	0.97	1	1
223544	1.41	1.01	2.74
127169	1.78	0.98	1.58
102037	2.85	1.08	1.43
187236	1.48	1.03	1.34
159155	1.8	1.01	1.54
167687	2.08	0.94	1.81
213797	4.28	1.18	1.83
147109	2.15	0.95	1.59
188451	2.55	1.03	1.96
151858	1.88	1.01	1.73
203523	1.61	1.05	1.55
116277	1.5	0.86	1.37
129633	1.75	1.01	1.33
101781	1.37	0.98	1.31
236913	1.8	0.87	2.86
148350	1.74	1.08	1.38
195036	2.12	1.03	1.35
228451	2.12	1.05	2.06
234622	1.71	0.98	1.64
195976	2.79	1.07	1.54
125665	1.85	1.03	1.49
128883	1.81	0.99	1.66
213262	1.27	1	1.46
158751	2.66	1.03	1.81
116347	1.66	1.04	1.82
136860	1.56	0.99	1.83
142358	0.65	0.84	0.62
194980	1.17	0.96	1.3
143908	2.58	1	2.02
184808	1.64	1.09	2.04
236099	1.2	0.95	1.31
130937	1.46	1.08	1.47
133594	1.57	1.08	2.14
175173	1.76	1.03	1.26
198486	1.48	0.98	1.03
127285	1.15	0.87	1.32
132870	1.4	0.93	1.5
150819	1.97	1.03	1.38
108049	2.68	1.1	1.45
215616	2.72	1.22	1.38
179327	1.65	1.04	1.94
109150	1.94	1.07	2.57
112606	2.22	1.07	1.85
115293	1.9	1.03	1.97
158447	1.54	1	1.46
102164	1.3	0.95	1.57
618190	2.29	1.01	1.62
165531	1.47	0.99	1.34
126530	1.89	1.18	1.47
232904	2.31	1.09	2.53
165825	2.26	1.04	1.89
186894	1.35	1.02	1.54
123795	1.48	1.02	1.64
111335	2.08	1.03	2.58
234029	1.63	1.01	1.77
182054	1.33	0.92	1.32
229341	0.87	1.05	1.01
101760	2.12	0.9	2.54
150768	2.43	0.92	1.55
170823	1.47	1.08	2.23
104427	1.89	1.01	1.05
233840	1.07	1.06	1.26
201836	1.33	1.01	1.22
123750	1.41	1.02	1.91
236217	5.5	0.9	1.72
191714	1.53	1.04	1.04
231482	1.92	1.13	2.24
162862	0.88	0.98	1.42
188240	1.93	1.05	1.33
140313	1.39	0.9	1.69
144561	1.8	1.1	1.69
209123	1.47	0.97	1.44
206482	1.49	0.98	1.23
109385	2.02	0.84	5.27
199305	1.44	0.81	1.27
156849	2.84	1.02	1.59
131917	1.72	0.97	1.82
101020	1.77	0.95	1.79
165594	1.69	0.94	1.02
213465	2.33	0.99	2.11
234689	1	0.98	0.93
138451	1.78	1.01	1.51
148029	1.43	1.04	0.93
145761	1.64	0.9	1.39
174972	1.72	1.16	1.95
170338	1.76	1.04	1.87
202455	1.51	1.02	1.08
144309	2.39	0.89	1.28
131567	2.4	1.04	1.96
100130	1.56	0.91	1.86
176681	1.26	1	1.31
116198	1.69	1.05	1.25
139453	1.06	1.09	1.27
229386	1.79	1.11	1.73
165922	1.47	0.97	1.25
10692164	1.36	1	1.28
219446	1.96	1.04	1.26
143852	1.44	0.93	1.42
172324	1.88	1.05	1.8
211363	2.22	0.98	1.64
223576	1.57	0.94	1.33
296275	1.18	0.94	1.15
225275	1.48	0.91	2.22
208809	1.65	1.06	1.74
114026	1.01	1.11	1.99
144955	1.65	1.01	1.39
171006	1.93	0.97	2.09
154223	1.02	1.01	1.11
178683	2.74	1.18	2.12
106712	1.77	0.88	1.04
157439	1.06	0.91	1.23
234456	1.77	0.97	1.17
159934	1.14	1.02	1.12
223180	1.71	1.04	1.75
206087	2.04	1.06	1.55
201141	1.76	0.85	2.2
125597	1.02	1	1.18
143457	1.49	1.06	1.97
212418	1.74	1.08	1.79
128766	1.66	0.98	1.52
203208	1.65	0.88	1.37
192317	2.64	1.02	1.52
145818	2	0.84	1.03
156437	1.72	0.94	1.9
181167	2.52	1.15	2.74
208326	1.73	0.98	1.68
157242	1.48	1.04	1.41
122149	2.8	1.13	2.11
166030	1.55	0.96	1.53
173733	1.44	0.99	1.05
205151	1.38	1.14	1.53
157518	1.65	1	1.38
115127	1.31	0.92	1.03
183645	1.59	1.02	2.24
138631	1.5	1.12	1.35
104140	2.61	1.04	1.51
182340	1.9	0.9	1.79
230156	2.06	0.93	1.65
107691	1.05	1.01	1.53
191640	1.72	0.94	0.94
212437	2.35	1.11	1.76
150545	1.82	1.05	1.5
167622	1.41	0.95	1.11
110807	2.7	1.18	2.42
144998	1.79	1.04	1.46
207762	2.15	1.04	2.03
121062	1.73	1.01	1.18
711908	1.44	0.88	0.67
224412	0.84	1.06	2.28
145632	1.18	1.01	0.92
200427	1.68	0.98	1.66
105793	1.55	0.99	1.36
110791	1.32	0.88	0.92
109099	2.6	1.06	3.46
186352	1.59	1.04	1.29
213940	1.11	1.04	1.43
102337	2.16	1.01	2.48
181719	1.42	0.93	2.94
155100	1.74	0.89	1.7
185704	2.23	0.97	1.95
208015	2.24	1.08	1.35
224626	2	0.97	1.58
139206	1.81	1.14	1.34
157404	0.71	1.03	0.98
114403	2.14	1.13	1.7
143143	1.43	1.08	2.52
194927	1.27	0.97	0.99
190050	1.66	1.13	1.12
117649	1.39	1.01	1.31
165338	0.68	0.95	0.69
175040	1.76	0.92	1.74
147046	2.05	0.91	1.32
198575	0.75	1.22	1.34
201963	1.16	1.03	1.39
543186	1.47	1.03	2.27
143014	1.97	1.05	1.63
122445	1.83	1.07	1.31
100702	2.37	0.98	1.59
174573	1.62	1.02	1.21
115686	1.63	0.97	1.3
118448	0.84	0.85	10.23
106796	2.46	0.94	2.32
171710	1.48	0.98	1.34
161753	1.21	0.93	1.13
136844	1.69	1.06	1.5
194554	1.95	1.04	1.21
183485	1.58	0.86	0.89
192649	1.66	0.98	1.77
114609	2	0.96	2.38
114480	1.17	0.94	0.84
136879	0.74	0.98	0.96
183231	1.71	1.03	1.31
147505	1.09	0.93	1.24
176323	0.74	0.91	1.2
106311	1.59	0.95	1.71
206786	0.85	1	0.72
128378	2.24	1.01	1.39
200831	0.96	0.91	1.1
192853	1.32	0.9	0.97
212992	0.83	0.96	0.88
183381	1.55	0.98	0.98
174593	2.09	0.88	1.6
121227	2.31	1.05	2.55
694113	1.4	0.88	1.47
158561	2.6	1.06	1.9
710730	1.25	0.96	1.24
488019	1.82	1.04	1.9
192480	2.16	1.02	3.32
165415	1.21	1	0.8
192203	1.62	0.95	1.77
236962	1.46	1.04	1.39
222770	1.19	1.01	1.14
109229	1.76	0.94	1.79
201308	1.64	1	1.43
163315	1.49	1.07	1.73
175669	1.32	0.97	1.11
112668	1.86	0.97	1.83
202995	3.3	1.21	2.07
209840	1.61	0.93	1.59
115163	1.48	0.89	1.42
209604	2.84	1.07	1.7
205425	1.78	1.1	1.26
104036	1.77	1.09	2.3
186085	1.2	0.96	1.26
149130	1.45	0.94	1.29
206866	1.19	0.99	1.52
105497	1.51	1.06	1.5
137416	1.26	0.98	1.24
104254	1.8	0.96	1.52
106777	1.77	1.06	1.39
152145	2.32	1.04	1.61
240666	1.54	1.02	1.23
186921	1.98	1.12	2.13
205468	1.24	0.83	2.02
218636	1.79	1.01	1.55
109788	1.12	0.92	1.17
274115	1.13	0.85	1.1
175282	2.53	1.01	1.54
191106	1.49	1.12	1.5
194035	0.91	0.93	0.81
149974	1.84	0.9	1.59
189411	2.01	1.11	2.11
180173	1.81	1.04	1.45
106374	0.93	1.07	1.25
215650	1.19	1.06	1.21
152075	1.31	1.08	1.26
138742	1.06	1.03	0.93
180185	2.23	1.02	1.84
166226	0.95	0.99	1.13
209013	1.01	0.92	0.99
116456	2.21	1.02	2.72
207943	1.94	1	1.27
470727	1.7	0.99	1.31
