Identifier 	 AJ_8w_1	 AJ_8w_2	 AJ_8w_3	 C57_8w_1	 C57_8w_2	 C57_8w_3	
ENSMUSG00000051403	370.11975	261.01025	418.82578	284.1642	500.53317	459.4779	
ENSMUSG00000024885	641.0808	825.5363	594.94867	339.49316	373.6021	511.19342	
ENSMUSG00000062946	40.300262	61.738815	37.316315	47.8075	44.442104	32.11395	
ENSMUSG00000078641	49.705788	95.947105	85.23684	53.91421	86.25592	130.0979	
ENSMUSG00000020472	329.86264	214.31868	357.37262	110.753944	429.0058	411.8142	
ENSMUSG00000037679	1369.1082	999.51025	1391.6284	1385.5934	1577.2742	1233.4381	
ENSMUSG00000054156	40.797237	41.156185	29.864737	37.87408	19.27342	33.002632	
ENSMUSG00000029727	986.24713	1225.8297	1155.3026	2902.899	3944.5295	4700.768	
ENSMUSG00000067001	41.903156	40.790394	65.29289	72.588554	74.9379	108.23684	
ENSMUSG00000029141	228.41684	369.3692	199.4029	359.3392	241.03185	238.90553	
ENSMUSG00000028549	337.28894	382.27	197.2029	166.92316	325.9608	281.54684	
ENSMUSG00000018893	44.618156	58.064735	42.567104	24.097895	40.93474	117.238686	
ENSMUSG00000021566	67.2829	85.595	47.81842	83.56276	61.636314	36.276054	
ENSMUSG00000045792	40.25579	31.765526	31.77829	23.766315	31.278158	43.037632	
ENSMUSG00000018459	1199.4752	1212.8673	1551.3802	1692.0077	1275.2493	899.9492	
ENSMUSG00000002679	628.1966	395.01657	352.96317	236.2925	323.7558	343.23264	
ENSMUSG00000025823	7000.9907	3751.8704	7512.214	1396.3411	1433.4939	1547.4652	
ENSMUSG00000051786	52.69079	33.26342	41.977894	90.105	323.50433	127.52737	
ENSMUSG00000034429	37.76842	38.72316	36.432106	144.08606	34.880264	48.768158	
ENSMUSG00000024936	56.290264	37.38908	56.419212	67.539734	52.077236	67.53763	
ENSMUSG00000045022	20.387896	34.273685	30.133553	32.529736	29.187895	33.366055	
ENSMUSG00000063732	30.97013	49.840656	50.216053	96.73553	83.97474	54.691185	
ENSMUSG00000025917	1362.194	707.926	1328.56	1297.7386	1196.9998	1340.535	
ENSMUSG00000020691	262.78528	351.63025	368.49448	408.73422	189.83527	261.49948	
ENSMUSG00000033850	104.350655	96.497765	76.228424	91.24105	78.525	63.370922	
ENSMUSG00000020137	145.87263	212.45236	206.46078	191.1392	422.33737	177.04369	
ENSMUSG00000030729	102.34171	159.09526	81.74316	60.863552	159.82869	58.466316	
ENSMUSG00000020273	200.00868	248.20474	123.93342	96.37395	58.936317	71.338684	
ENSMUSG00000050270	325.48578	367.6621	172.86842	331.42606	372.40472	358.61685	
ENSMUSG00000024579	42.992367	29.51421	54.875393	32.060528	118.14552	45.716446	
ENSMUSG00000005628	41.58184	56.143684	80.27197	141.3783	51.05342	54.063683	
ENSMUSG00000047822	557.1229	527.97107	932.0405	639.0829	274.84	280.92844	
ENSMUSG00000001445	3282.992	4300.8916	2915.183	2291.7007	2588.9565	3156.4988	
ENSMUSG00000039063	4351.43	5513.644	4003.2083	3449.8975	3788.1768	4325.273	
ENSMUSG00000026712	1448.3586	1842.8395	1782.2755	1684.201	1401.1915	1430.696	
ENSMUSG00000064140	20.563421	18.80921	27.776974	20.816973	36.46816	33.69026	
ENSMUSG00000035033	56.875	106.66921	70.17592	27.045263	70.89316	58.21737	
ENSMUSG00000021392	40.300262	68.67316	85.06658	69.52684	109.93737	55.224472	
ENSMUSG00000040945	164.68526	258.7392	181.24658	108.647766	156.98685	97.15658	
ENSMUSG00000035725	112.093155	135.46317	132.50606	138.86948	228.02158	61.367893	
ENSMUSG00000029095	134.26448	157.90816	113.84921	141.59315	500.10422	234.68736	
ENSMUSG00000057363	50.15684	46.064472	48.28184	76.93632	71.73263	33.313026	
ENSMUSG00000026553	654.88104	338.48947	677.67053	926.42975	924.1766	797.025	
ENSMUSG00000031828	333.11447	480.51212	355.35764	224.22237	282.5058	200.675	
ENSMUSG00000063406	1579.7721	1422.8074	929.6266	1956.0316	1154.8195	1617.1887	
ENSMUSG00000074398	54.631844	82.70421	91.70368	36.26066	26.843422	44.742893	
ENSMUSG00000043923	326.87527	311.52762	182.84276	366.2129	275.84814	339.55896	
ENSMUSG00000076506	72.4629	91.994736	71.83776	48.107895	119.51342	45.12263	
ENSMUSG00000062162	55.382107	33.97921	57.187893	146.59947	88.60973	91.043945	
ENSMUSG00000000148	598.25684	748.8297	563.5403	446.735	706.8816	556.5063	
ENSMUSG00000042390	125.67316	84.91382	79.93724	143.18631	211.27527	171.98	
ENSMUSG00000020332	49.42421	37.191578	48.05342	86.28921	32.391315	123.1879	
ENSMUSG00000041372	88.89105	71.66421	133.40974	52.262104	70.82289	54.417896	
ENSMUSG00000021200	65.50552	46.114475	62.89974	121.83921	67.85711	59.836052	
ENSMUSG00000080955	12381.771	7945.482	12451.435	9962.685	9519.012	9373.597	
ENSMUSG00000029551	519.1042	449.1358	631.8029	537.11975	593.4171	586.8445	
ENSMUSG00000046881	215.39894	255.1729	173.8471	164.02948	241.94211	103.75342	
ENSMUSG00000025577	294.0971	348.93158	218.70526	445.50632	165.7221	76.67816	
ENSMUSG00000020029	3933.0308	5148.155	4263.354	4866.8936	4596.901	5609.2505	
ENSMUSG00000059562	20.303158	30.804737	17.127895	35.411316	116.16395	22.63579	
ENSMUSG00000022756	161.89264	157.13394	85.94447	116.48513	51.3325	41.748947	
ENSMUSG00000022638	40.85763	59.175	27.694473	35.757896	50.93763	35.489212	
ENSMUSG00000040151	340.08105	337.5521	275.91263	167.615	126.44487	212.03316	
ENSMUSG00000075470	26.86658	51.118156	46.971054	27.804474	69.85132	34.938156	
ENSMUSG00000025130	25458.488	22327.074	21870.793	24774.156	26598.16	20907.26	
ENSMUSG00000015776	1537.0695	1754.9142	1852.4019	2194.5413	1673.171	1698.8737	
ENSMUSG00000004268	2764.454	2949.7087	2705.7437	2366.8608	2203.7131	2735.081	
ENSMUSG00000083881	75.62605	57.457367	52.285	29.161842	55.126053	47.71658	
ENSMUSG00000024644	3513.1516	4118.7676	3751.8704	4022.0876	3592.8425	4403.406	
ENSMUSG00000029587	246.2029	410.0129	232.80974	368.8808	284.43948	90.64474	
ENSMUSG00000042258	536.30975	622.59735	814.53815	318.7604	286.2266	316.98526	
ENSMUSG00000035901	796.2155	1390.2206	717.9521	1041.7764	716.4966	779.64923	
ENSMUSG00000019734	470.47552	707.3216	771.31604	691.81604	453.55762	275.84814	
ENSMUSG00000049410	40.346973	43.113686	38.71224	30.810131	59.917107	44.72329	
ENSMUSG00000032216	39.52908	35.138157	41.293816	230.81079	119.915	42.379475	
ENSMUSG00000032353	1235.834	1633.6732	1573.6835	1250.8866	1225.8297	1608.6158	
ENSMUSG00000052214	1155.3026	644.7197	954.5813	622.38055	502.0345	747.72974	
ENSMUSG00000019810	693.89813	1029.0082	713.0526	593.1546	685.1555	260.22684	
ENSMUSG00000073240	1061.1338	1424.7234	1179.7639	1139.9297	1251.9044	1229.4397	
ENSMUSG00000059866	633.6992	738.40393	562.9653	427.89236	536.30975	1031.0266	
ENSMUSG00000026571	134.85078	73.97763	88.35316	72.81947	38.76737	27.400394	
ENSMUSG00000031492	174.85632	201.68369	237.16815	34.741314	164.28763	150.86473	
ENSMUSG00000072984	83.82882	57.467632	71.98618	80.85526	161.59828	72.22763	
ENSMUSG00000067187	127.32763	116.575	76.24342	132.00671	68.134735	60.292763	
ENSMUSG00000021234	46.063156	21.828684	44.045788	123.93342	168.98763	39.358288	
ENSMUSG00000028910	815.71735	463.50552	617.0237	723.90686	618.5074	1055.6448	
ENSMUSG00000023011	55.46737	58.521973	43.92421	21.988157	32.588158	54.573025	
ENSMUSG00000044864	378.4379	398.4142	357.59106	571.5897	528.6829	459.6237	
ENSMUSG00000058189	4500.481	3442.9473	3558.4683	1887.0884	2073.7412	2174.229	
ENSMUSG00000031790	85.04026	45.063156	55.07276	34.857105	106.51487	40.07658	
ENSMUSG00000070661	177.87762	267.16763	244.50948	196.83026	70.752235	136.2658	
ENSMUSG00000038591	52.27921	59.92737	57.11	67.96316	52.835922	46.051052	
ENSMUSG00000022221	246.1571	401.32104	215.93526	369.53894	137.86368	283.89896	
ENSMUSG00000025190	1956.0316	1968.2634	1533.2393	3669.4526	2894.314	4454.009	
ENSMUSG00000028741	40.11079	35.151054	49.9825	38.449474	24.263683	53.196316	
ENSMUSG00000009292	920.0529	1118.6482	602.89923	592.1934	555.39923	668.73315	
ENSMUSG00000028102	62.819736	41.305527	35.754475	108.735	60.62816	95.947105	
ENSMUSG00000021576	36.85658	41.90263	26.90921	26.422895	43.344738	94.30184	
ENSMUSG00000082117	59.931316	52.918686	38.82158	101.168686	47.004868	33.387104	
ENSMUSG00000006307	527.6874	584.0021	446.8671	693.69025	544.7197	524.2771	
ENSMUSG00000055652	96.36316	60.31237	71.77079	83.878685	69.05658	38.521183	
ENSMUSG00000002058	422.60764	522.4253	448.5042	711.5616	715.90265	483.03262	
ENSMUSG00000061589	63.115	56.455265	61.258686	69.96013	39.26066	67.6179	
ENSMUSG00000043310	45.163948	48.32079	51.905525	65.13132	33.09921	67.71605	
ENSMUSG00000083193	54.111843	33.36	40.97684	15.716053	39.42184	40.97158	
ENSMUSG00000048038	55.39816	47.618156	25.882105	40.762894	34.908684	28.202631	
ENSMUSG00000048355	39.894737	53.063946	41.07276	31.521317	36.261578	29.32921	
ENSMUSG00000053654	40.336315	41.056316	37.494736	32.852367	35.354473	35.792896	
ENSMUSG00000067480	1468.1147	1596.2832	1382.9324	1941.1036	2027.2095	1313.5018	
ENSMUSG00000074432	102.81842	52.792236	114.89316	29.861317	67.85711	42.423946	
ENSMUSG00000054662	43.88447	62.68355	76.68474	50.50395	35.51105	50.28105	
ENSMUSG00000046679	173.30908	224.19789	293.72183	45.22316	97.03105	341.76685	
ENSMUSG00000048732	44.55224	55.522896	39.011578	31.738684	38.47987	30.074343	
ENSMUSG00000027247	153.88974	163.24869	97.75842	154.89014	120.94974	66.44671	
ENSMUSG00000062496	37.856316	74.53381	47.66658	77.94658	38.567764	24.436316	
ENSMUSG00000039193	120.28368	253.47473	177.8154	90.24987	110.789734	129.84842	
ENSMUSG00000038498	44.445263	66.71552	39.930527	25.015263	30.015526	53.529736	
ENSMUSG00000032661	219.15224	235.62552	148.02052	56.045525	55.22842	151.95079	
ENSMUSG00000053868	35.13158	39.50158	33.417236	36.26066	30.998158	108.84869	
ENSMUSG00000058486	406.3663	638.4392	375.2429	468.92422	429.1205	261.13132	
ENSMUSG00000047180	1900.3723	2961.376	2031.9098	905.5216	879.0537	791.08685	
ENSMUSG00000079366	58.275	47.173683	33.856316	39.200657	50.75237	36.644604	
ENSMUSG00000025437	905.84894	1309.3971	1242.314	2040.9187	1934.52	3669.4526	
ENSMUSG00000018387	746.89923	1027.2297	959.98157	779.21686	1109.5176	864.5576	
ENSMUSG00000035778	61.677105	31.394737	46.62	67.23658	52.312763	52.929737	
ENSMUSG00000071770	65.87631	32.268158	68.685265	176.64026	32.194736	64.02553	
ENSMUSG00000020198	2402.875	3166.8904	3072.6228	3300.2375	3419.882	3169.5593	
ENSMUSG00000028040	69.256714	57.582367	82.89474	31.80408	26.109737	42.755527	
ENSMUSG00000047594	66.32552	84.82605	56.12895	151.21631	55.041843	27.597895	
ENSMUSG00000022035	568.07	556.6424	450.0042	348.595	402.35	355.8642	
ENSMUSG00000039058	42.145	41.730396	44.36842	47.694344	68.18342	45.327236	
ENSMUSG00000036790	96.92448	96.11632	115.14882	37.33342	40.757896	59.18158	
ENSMUSG00000083136	40.72079	54.130264	63.308025	23.099606	65.39908	41.532764	
ENSMUSG00000035759	67.53263	40.513157	89.19237	40.63842	44.035263	240.6379	
ENSMUSG00000043458	50.480263	105.54079	104.680786	144.57605	38.408817	59.43579	
ENSMUSG00000040771	314.69684	506.6479	280.40262	473.8055	124.06421	350.0287	
ENSMUSG00000020149	4906.12	6667.682	5547.892	5237.7764	4866.8936	3933.0308	
ENSMUSG00000021070	48.292236	53.101315	40.249474	77.073685	137.05869	71.80947	
ENSMUSG00000041445	317.86606	147.30211	316.98526	527.97107	551.2271	267.39896	
ENSMUSG00000044005	5160.7095	5040.6943	4293.6255	5945.7524	8998.595	13977.964	
ENSMUSG00000042540	26.769606	32.46737	50.790394	26.586052	52.598946	36.894737	
ENSMUSG00000049107	68.109474	48.992104	50.97921	41.386314	98.283424	65.51079	
ENSMUSG00000045377	126.586845	100.49579	115.66237	84.59039	126.822365	265.04382	
ENSMUSG00000072431	91.74276	62.707893	55.305527	45.662895	43.25816	36.45316	
ENSMUSG00000060509	52.342106	44.54763	29.881578	27.455	43.368946	213.82869	
ENSMUSG00000067071	3358.7932	3859.918	3586.938	3114.611	2442.6157	2571.5645	
ENSMUSG00000059316	31.017105	48.05737	22.63842	28.738815	84.00868	137.09	
ENSMUSG00000009828	381.57553	665.50604	512.6613	386.18237	634.0658	380.76788	
ENSMUSG00000031330	50.13316	50.915264	52.29158	59.1	36.932762	31.643158	
ENSMUSG00000028042	40.24487	23.640263	45.294212	37.55921	31.665525	48.923946	
ENSMUSG00000022023	600.9926	505.2271	753.1095	978.09576	407.38	535.1758	
ENSMUSG00000025410	6562.2983	6918.828	5907.1953	7492.9775	7641.1973	7351.7764	
ENSMUSG00000050742	31.941973	49.867104	49.557106	114.98395	42.631973	72.76079	
ENSMUSG00000070459	39.102894	49.851578	36.027367	36.591183	75.44947	46.312107	
ENSMUSG00000020486	90.75263	100.43447	79.69789	57.48579	151.02579	245.21658	
ENSMUSG00000062248	67.325264	44.560528	50.023685	27.148289	112.34921	35.322895	
ENSMUSG00000039680	1435.8158	1894.6292	1432.1129	1469.4178	1676.6318	1556.268	
ENSMUSG00000033983	258.79526	308.39935	310.94867	254.37474	182.50052	135.43488	
ENSMUSG00000020926	33.203686	61.74987	35.318554	45.049473	62.051186	41.32158	
ENSMUSG00000054679	41.569607	49.5375	80.39552	49.130264	261.4371	99.23526	
ENSMUSG00000080317	73.68921	63.06237	119.39842	53.326843	62.91579	38.31263	
ENSMUSG00000075066	65.827896	71.43	34.702896	45.23895	36.942894	36.304474	
ENSMUSG00000000673	17351.791	17766.178	14819.042	17733.361	16608.941	24533.932	
ENSMUSG00000039364	127.917366	185.73921	189.52289	197.43816	195.32474	360.99078	
ENSMUSG00000060151	84.988686	57.133026	54.159737	79.816055	37.52092	64.00605	
ENSMUSG00000060126	205.43	369.61868	428.2813	904.08344	177.04369	179.47552	
ENSMUSG00000073228	73.146576	46.076183	42.9325	41.297367	35.80263	58.201054	
ENSMUSG00000057193	774.6605	561.89105	993.965	1232.8647	918.884	794.6613	
ENSMUSG00000020781	259.82657	491.40973	441.99896	484.6292	616.6134	414.62262	
ENSMUSG00000030897	35.722107	36.441185	24.614737	61.547367	51.068684	102.90316	
ENSMUSG00000032089	493.19238	566.4458	373.6021	452.82974	647.87054	463.0821	
ENSMUSG00000053963	27.314737	37.585	37.708157	68.863686	154.21921	95.05184	
ENSMUSG00000021078	37.05658	32.840263	18.83921	31.450264	29.37092	56.51066	
ENSMUSG00000000916	392.82922	488.03842	239.01526	378.7371	84.177765	163.35052	
ENSMUSG00000011305	2313.3652	2833.137	2360.0356	1760.8524	1998.16	2574.7537	
ENSMUSG00000005269	3877.588	5443.489	3539.508	4285.1763	3300.2375	4144.4614	
ENSMUSG00000043698	43.532894	65.69527	33.44408	60.48816	21.865395	35.99184	
ENSMUSG00000052794	358.51157	362.5629	258.25183	65.86013	140.61671	463.86343	
ENSMUSG00000070934	895.5008	1075.6111	937.5503	946.2474	1049.4385	924.1766	
ENSMUSG00000023411	34.947105	22.532368	28.267368	21.179474	42.17658	26.474474	
ENSMUSG00000043257	177.39407	149.7658	281.97684	314.69684	51.37421	315.9663	
ENSMUSG00000054204	47.045525	61.569607	78.84645	55.51342	59.539604	32.841316	
ENSMUSG00000038077	26.533947	37.766052	21.729605	37.30079	41.770527	29.282104	
ENSMUSG00000033703	588.7971	905.5216	715.7147	689.16656	396.87473	677.0787	
ENSMUSG00000031383	51.925526	45.664738	26.457106	52.871975	58.09171	183.54303	
ENSMUSG00000028140	1265.0308	1833.5872	1200.3798	1229.8019	1529.4379	1504.5492	
ENSMUSG00000028862	65.63079	52.587894	79.908554	35.933422	41.220657	52.263947	
ENSMUSG00000004043	65.30473	47.30579	58.63158	87.0879	53.465263	46.097897	
ENSMUSG00000061559	984.2171	1337.4087	849.2821	928.21344	947.5079	1221.2994	
ENSMUSG00000038866	25.48921	25.393421	24.833158	39.692764	35.470657	40.049736	
ENSMUSG00000078792	46.23513	59.175	53.31237	65.122894	49.872765	27.299736	
ENSMUSG00000025795	1381.6434	1780.1729	1355.4547	2206.9905	1837.3842	2059.9697	
ENSMUSG00000002588	9417.858	11791.805	13168.633	11083.992	8614.213	13681.087	
ENSMUSG00000035674	3497.5623	3465.6704	3528.7395	4813.698	5413.422	4709.989	
ENSMUSG00000045201	52.87342	66.015526	103.47131	59.95158	56.28145	52.77316	
ENSMUSG00000019179	21870.793	21924.88	18551.963	22548.03	21529.076	24908.102	
ENSMUSG00000001240	272.54974	275.16815	185.20131	449.04025	589.1637	223.39632	
ENSMUSG00000042708	39.367104	32.09158	49.50947	31.058027	147.89	42.025265	
ENSMUSG00000022760	527.97107	832.1555	527.53973	586.8445	557.07	587.59766	
ENSMUSG00000045294	14045.51	15450.376	13593.931	18187.84	15076.839	11235.472	
ENSMUSG00000066747	104.686844	94.65355	128.1854	30.35342	69.86105	53.063946	
ENSMUSG00000025839	51.858685	102.08342	63.811317	80.350525	27.343815	64.86842	
ENSMUSG00000023909	146.81369	144.72552	227.21684	44.035263	104.575264	172.51	
ENSMUSG00000038268	67.26342	35.937893	42.63829	37.21342	38.830395	44.558422	
ENSMUSG00000068749	45.261578	64.75579	36.32987	40.213158	36.90921	50.217106	
ENSMUSG00000026309	453.71948	330.97604	371.00342	530.69763	298.0679	510.72736	
ENSMUSG00000019326	58.775528	43.72171	35.248947	56.856842	39.707104	58.905	
ENSMUSG00000034932	2733.2275	2975.1458	2405.4827	2565.26	2583.896	2376.246	
ENSMUSG00000033068	57.477104	47.06645	35.42329	41.997368	157.29315	55.657764	
ENSMUSG00000027800	401.20447	722.57367	483.03262	983.8503	912.5734	720.5755	
ENSMUSG00000020766	2525.495	2108.91	2283.8267	2093.704	2235.624	1991.7147	
ENSMUSG00000050879	37.209606	33.99184	42.772896	30.934736	49.62816	45.250263	
ENSMUSG00000034203	754.38	1137.5363	751.7919	607.4608	575.4934	785.35266	
ENSMUSG00000039230	522.74817	636.53394	381.36658	210.59987	304.31262	479.28262	
ENSMUSG00000048930	63.670525	64.50053	91.688286	102.10921	93.54645	282.55896	
ENSMUSG00000024176	54.779472	50.60842	94.33474	24.046053	69.34553	83.38368	
ENSMUSG00000079298	37.920525	32.302105	33.757633	52.115265	59.01487	36.067104	
ENSMUSG00000051351	32.074474	16.595394	33.55921	29.01342	37.61579	24.994474	
ENSMUSG00000079109	41.451317	30.71579	22.00158	43.54	34.719475	111.018555	
ENSMUSG00000031901	610.11523	787.8192	421.9416	394.88657	370.11975	464.53763	
ENSMUSG00000009633	400.80344	399.56528	635.07056	860.4876	687.0195	672.855	
ENSMUSG00000062712	65.76013	56.98316	77.600395	83.797104	77.14342	96.73553	
ENSMUSG00000026162	147.96684	106.97184	159.74632	139.5571	146.45053	83.02052	
ENSMUSG00000026125	39.262104	45.921974	52.42026	30.505	88.73658	27.120264	
ENSMUSG00000039032	48.78421	34.03737	47.256317	148.21736	139.52	79.33934	
ENSMUSG00000042938	362.5629	658.8874	436.65552	918.29895	942.6721	827.6713	
ENSMUSG00000059996	50.548157	59.009735	97.966576	34.99763	150.78947	35.065525	
ENSMUSG00000016998	59.931316	49.592632	40.85579	59.774475	62.866314	54.489475	
ENSMUSG00000000983	293.44263	303.41867	378.18738	95.05934	179.20802	116.56737	
ENSMUSG00000036574	50.50395	42.83684	73.317764	36.272633	27.81842	37.8675	
ENSMUSG00000050855	42.093422	67.322365	45.198025	67.42368	62.11092	46.987106	
ENSMUSG00000036686	82.801315	153.8608	146.10527	50.728027	525.915	629.75134	
ENSMUSG00000078157	56.83921	65.066444	90.375	25.015263	75.56829	59.664867	
ENSMUSG00000003341	43.096317	59.403156	56.265526	28.212763	17.428684	37.038948	
ENSMUSG00000032579	1085.5176	1211.3586	953.4221	963.36053	1049.0273	866.6687	
ENSMUSG00000034482	75.38579	75.17158	43.61684	73.68	44.25947	50.166054	
ENSMUSG00000073102	80.26789	97.55355	57.474735	131.63632	276.26236	58.954212	
ENSMUSG00000027913	24.68592	39.32658	48.041973	20.718159	107.44237	26.946053	
ENSMUSG00000034570	64.113686	83.65487	61.745	36.790527	51.928947	122.94842	
ENSMUSG00000012535	151.72263	251.7029	131.49158	220.48079	154.18184	221.15343	
ENSMUSG00000020471	170.73973	297.36606	184.92342	39.940132	301.59738	186.17973	
ENSMUSG00000031352	290.86157	374.71817	262.16605	334.7921	325.05737	115.634476	
ENSMUSG00000028415	114.36763	64.130264	95.164345	56.323685	52.812763	45.26921	
ENSMUSG00000005370	531.1234	616.71735	536.7984	454.99896	521.9608	640.4045	
ENSMUSG00000074679	43.29079	39.946053	31.669474	61.988686	46.629475	47.343025	
ENSMUSG00000057522	2938.7358	2678.0784	3103.6128	2471.743	2524.1062	2478.8584	
ENSMUSG00000029097	87.471054	69.44211	49.48579	37.30737	32.39895	293.7887	
ENSMUSG00000078078	57.662235	91.33632	82.54131	25.402632	103.615524	83.67079	
ENSMUSG00000062329	25.752895	50.75658	29.408157	77.863686	63.47	62.07816	
ENSMUSG00000063842	89.011055	81.75421	60.05184	27.006578	23.919737	48.42105	
ENSMUSG00000028261	1062.571	1215.0822	1090.9724	645.8874	708.71265	815.71735	
ENSMUSG00000046668	871.0955	728.83527	758.2582	1095.9716	916.0658	879.639	
ENSMUSG00000026315	57.987236	53.659473	50.53921	153.40869	70.14171	50.122368	
ENSMUSG00000035493	5154.7104	6362.9487	5483.5747	8654.048	9294.499	8202.144	
ENSMUSG00000026936	55.20408	53.929737	49.74658	89.0621	113.97868	96.70184	
ENSMUSG00000039000	626.2942	434.23447	638.6513	344.02448	547.26605	547.9484	
ENSMUSG00000076527	109.5	71.64684	83.07842	178.94789	73.76447	42.52592	
ENSMUSG00000076861	101.73342	170.86105	91.185	140.67131	110.2796	172.22816	
ENSMUSG00000022131	538.0271	776.9047	643.009	575.9434	546.0995	634.89813	
ENSMUSG00000079679	622.1645	778.8176	624.37787	744.2261	510.60895	535.6276	
ENSMUSG00000024503	2413.7473	2537.3413	1890.2905	1655.0114	2663.2097	1098.5071	
ENSMUSG00000025239	1032.3802	1531.6195	1228.138	1131.5597	928.21344	1177.015	
